index,floretion,x_coord,y_coord,oct
110,5436,7,13,12474
111,5439,7,12,12477
112,5577,4,8,12711
113,5578,4,9,12712
114,5580,5,9,12714
115,5583,5,8,12717
116,5585,4,10,12721
117,5586,4,11,12722
118,5588,5,11,12724
119,5591,5,10,12727
120,5601,6,10,12741
121,5602,6,11,12742
122,5604,7,11,12744
123,5607,7,10,12747
124,5625,6,8,12771
125,5626,6,9,12772
126,5628,7,9,12774
127,5631,7,8,12777
128,6217,8,8,14111
129,6218,8,9,14112
130,6220,9,9,14114
131,6223,9,8,14117
132,6225,8,10,14121
133,6226,8,11,14122
134,6228,9,11,14124
135,6231,9,10,14127
136,6241,10,10,14141
137,6242,10,11,14142
138,6244,11,11,14144
139,6247,11,10,14147
140,6265,10,8,14171
141,6266,10,9,14172
142,6268,11,9,14174
143,6271,11,8,14177
144,6281,8,12,14211
145,6282,8,13,14212
146,6284,9,13,14214
147,6287,9,12,14217
148,6289,8,14,14221
149,6290,8,15,14222
150,6292,9,15,14224
151,6295,9,14,14227
152,6305,10,14,14241
153,6306,10,15,14242
154,6308,11,15,14244
155,6311,11,14,14247
156,6329,10,12,14271
157,6330,10,13,14272
158,6332,11,13,14274
159,6335,11,12,14277
160,6409,12,12,14411
161,6410,12,13,14412
162,6412,13,13,14414
163,6415,13,12,14417
164,6417,12,14,14421
165,6418,12,15,14422
166,6420,13,15,14424
167,6423,13,14,14427
168,6433,14,14,14441
169,6434,14,15,14442
170,6436,15,15,14444
171,6439,15,14,14447
172,6457,14,12,14471
173,6458,14,13,14472
174,6460,15,13,14474
175,6463,15,12,14477
176,6601,12,8,14711
177,6602,12,9,14712
178,6604,13,9,14714
179,6607,13,8,14717
180,6609,12,10,14721
181,6610,12,11,14722
182,6612,13,11,14724
183,6615,13,10,14727
184,6625,14,10,14741
185,6626,14,11,14742
186,6628,15,11,14744
187,6631,15,10,14747
188,6649,14,8,14771
189,6650,14,9,14772
190,6652,15,9,14774
191,6655,15,8,14777
192,7753,8,0,17111
193,7754,8,1,17112
194,7756,9,1,17114
195,7759,9,0,17117
196,7761,8,2,17121
197,7762,8,3,17122
198,7764,9,3,17124
199,7767,9,2,17127
200,7777,10,2,17141
201,7778,10,3,17142
202,7780,11,3,17144
203,7783,11,2,17147
204,7801,10,0,17171
205,7802,10,1,17172
206,7804,11,1,17174
207,7807,11,0,17177
208,7817,8,4,17211
209,7818,8,5,17212
210,7820,9,5,17214
211,7823,9,4,17217
212,7825,8,6,17221
213,7826,8,7,17222
214,7828,9,7,17224
215,7831,9,6,17227
216,7841,10,6,17241
217,7842,10,7,17242
218,7844,11,7,17244
219,7847,11,6,17247
220,7865,10,4,17271
221,7866,10,5,17272
222,7868,11,5,17274
223,7871,11,4,17277
224,7945,12,4,17411
225,7946,12,5,17412
226,7948,13,5,17414
227,7951,13,4,17417
228,7953,12,6,17421
229,7954,12,7,17422
230,7956,13,7,17424
231,7959,13,6,17427
232,7969,14,6,17441
233,7970,14,7,17442
234,7972,15,7,17444
235,7975,15,6,17447
236,7993,14,4,17471
237,7994,14,5,17472
238,7996,15,5,17474
239,7999,15,4,17477
240,8137,12,0,17711
241,8138,12,1,17712
242,8140,13,1,17714
243,8143,13,0,17717
244,8145,12,2,17721
245,8146,12,3,17722
246,8148,13,3,17724
247,8151,13,2,17727
248,8161,14,2,17741
249,8162,14,3,17742
250,8164,15,3,17744
251,8167,15,2,17747
252,8185,14,0,17771
253,8186,14,1,17772
254,8188,15,1,17774
255,8191,15,0,17777
256,8777,0,16,21111
257,8778,0,17,21112
258,8780,1,17,21114
259,8783,1,16,21117
260,8785,0,18,21121
261,8786,0,19,21122
262,8788,1,19,21124
263,8791,1,18,21127
264,8801,2,18,21141
265,8802,2,19,21142
266,8804,3,19,21144
267,8807,3,18,21147
268,8825,2,16,21171
269,8826,2,17,21172
270,8828,3,17,21174
271,8831,3,16,21177
272,8841,0,20,21211
273,8842,0,21,21212
274,8844,1,21,21214
275,8847,1,20,21217
276,8849,0,22,21221
277,8850,0,23,21222
278,8852,1,23,21224
279,8855,1,22,21227
280,8865,2,22,21241
281,8866,2,23,21242
282,8868,3,23,21244
283,8871,3,22,21247
284,8889,2,20,21271
285,8890,2,21,21272
286,8892,3,21,21274
287,8895,3,20,21277
288,8969,4,20,21411
289,8970,4,21,21412
290,8972,5,21,21414
291,8975,5,20,21417
292,8977,4,22,21421
293,8978,4,23,21422
294,8980,5,23,21424
295,8983,5,22,21427
296,8993,6,22,21441
297,8994,6,23,21442
298,8996,7,23,21444
299,8999,7,22,21447
300,9017,6,20,21471
301,9018,6,21,21472
302,9020,7,21,21474
303,9023,7,20,21477
304,9161,4,16,21711
305,9162,4,17,21712
306,9164,5,17,21714
307,9167,5,16,21717
308,9169,4,18,21721
309,9170,4,19,21722
310,9172,5,19,21724
311,9175,5,18,21727
312,9185,6,18,21741
313,9186,6,19,21742
314,9188,7,19,21744
315,9191,7,18,21747
316,9209,6,16,21771
317,9210,6,17,21772
318,9212,7,17,21774
319,9215,7,16,21777
320,9289,0,24,22111
321,9290,0,25,22112
322,9292,1,25,22114
323,9295,1,24,22117
324,9297,0,26,22121
325,9298,0,27,22122
326,9300,1,27,22124
327,9303,1,26,22127
328,9313,2,26,22141
329,9314,2,27,22142
330,9316,3,27,22144
331,9319,3,26,22147
332,9337,2,24,22171
333,9338,2,25,22172
334,9340,3,25,22174
335,9343,3,24,22177
336,9353,0,28,22211
337,9354,0,29,22212
338,9356,1,29,22214
339,9359,1,28,22217
340,9361,0,30,22221
341,9362,0,31,22222
342,9364,1,31,22224
343,9367,1,30,22227
344,9377,2,30,22241
345,9378,2,31,22242
346,9380,3,31,22244
347,9383,3,30,22247
348,9401,2,28,22271
349,9402,2,29,22272
350,9404,3,29,22274
351,9407,3,28,22277
352,9481,4,28,22411
353,9482,4,29,22412
354,9484,5,29,22414
355,9487,5,28,22417
356,9489,4,30,22421
357,9490,4,31,22422
358,9492,5,31,22424
359,9495,5,30,22427
360,9505,6,30,22441
361,9506,6,31,22442
362,9508,7,31,22444
363,9511,7,30,22447
364,9529,6,28,22471
365,9530,6,29,22472
366,9532,7,29,22474
367,9535,7,28,22477
368,9673,4,24,22711
369,9674,4,25,22712
370,9676,5,25,22714
371,9679,5,24,22717
372,9681,4,26,22721
373,9682,4,27,22722
374,9684,5,27,22724
375,9687,5,26,22727
376,9697,6,26,22741
377,9698,6,27,22742
378,9700,7,27,22744
379,9703,7,26,22747
380,9721,6,24,22771
381,9722,6,25,22772
382,9724,7,25,22774
383,9727,7,24,22777
384,10313,8,24,24111
385,10314,8,25,24112
386,10316,9,25,24114
387,10319,9,24,24117
388,10321,8,26,24121
389,10322,8,27,24122
390,10324,9,27,24124
391,10327,9,26,24127
392,10337,10,26,24141
393,10338,10,27,24142
394,10340,11,27,24144
395,10343,11,26,24147
396,10361,10,24,24171
397,10362,10,25,24172
398,10364,11,25,24174
399,10367,11,24,24177
400,10377,8,28,24211
401,10378,8,29,24212
402,10380,9,29,24214
403,10383,9,28,24217
404,10385,8,30,24221
405,10386,8,31,24222
406,10388,9,31,24224
407,10391,9,30,24227
408,10401,10,30,24241
409,10402,10,31,24242
410,10404,11,31,24244
411,10407,11,30,24247
412,10425,10,28,24271
413,10426,10,29,24272
414,10428,11,29,24274
415,10431,11,28,24277
416,10505,12,28,24411
417,10506,12,29,24412
418,10508,13,29,24414
419,10511,13,28,24417
420,10513,12,30,24421
421,10514,12,31,24422
422,10516,13,31,24424
423,10519,13,30,24427
424,10529,14,30,24441
425,10530,14,31,24442
426,10532,15,31,24444
427,10535,15,30,24447
428,10553,14,28,24471
429,10554,14,29,24472
430,10556,15,29,24474
431,10559,15,28,24477
432,10697,12,24,24711
433,10698,12,25,24712
434,10700,13,25,24714
435,10703,13,24,24717
436,10705,12,26,24721
437,10706,12,27,24722
438,10708,13,27,24724
439,10711,13,26,24727
440,10721,14,26,24741
441,10722,14,27,24742
442,10724,15,27,24744
443,10727,15,26,24747
444,10745,14,24,24771
445,10746,14,25,24772
446,10748,15,25,24774
447,10751,15,24,24777
448,11849,8,16,27111
449,11850,8,17,27112
450,11852,9,17,27114
451,11855,9,16,27117
452,11857,8,18,27121
453,11858,8,19,27122
454,11860,9,19,27124
455,11863,9,18,27127
456,11873,10,18,27141
457,11874,10,19,27142
458,11876,11,19,27144
459,11879,11,18,27147
460,11897,10,16,27171
461,11898,10,17,27172
462,11900,11,17,27174
463,11903,11,16,27177
464,11913,8,20,27211
465,11914,8,21,27212
466,11916,9,21,27214
467,11919,9,20,27217
468,11921,8,22,27221
469,11922,8,23,27222
470,11924,9,23,27224
471,11927,9,22,27227
472,11937,10,22,27241
473,11938,10,23,27242
474,11940,11,23,27244
475,11943,11,22,27247
476,11961,10,20,27271
477,11962,10,21,27272
478,11964,11,21,27274
479,11967,11,20,27277
480,12041,12,20,27411
481,12042,12,21,27412
482,12044,13,21,27414
483,12047,13,20,27417
484,12049,12,22,27421
485,12050,12,23,27422
486,12052,13,23,27424
487,12055,13,22,27427
488,12065,14,22,27441
489,12066,14,23,27442
490,12068,15,23,27444
491,12071,15,22,27447
492,12089,14,20,27471
493,12090,14,21,27472
494,12092,15,21,27474
495,12095,15,20,27477
496,12233,12,16,27711
497,12234,12,17,27712
498,12236,13,17,27714
499,12239,13,16,27717
500,12241,12,18,27721
501,12242,12,19,27722
502,12244,13,19,27724
503,12247,13,18,27727
504,12257,14,18,27741
505,12258,14,19,27742
506,12260,15,19,27744
507,12263,15,18,27747
508,12281,14,16,27771
509,12282,14,17,27772
510,12284,15,17,27774
511,12287,15,16,27777
512,16969,16,16,41111
513,16970,16,17,41112
514,16972,17,17,41114
515,16975,17,16,41117
516,16977,16,18,41121
517,16978,16,19,41122
518,16980,17,19,41124
519,16983,17,18,41127
520,16993,18,18,41141
521,16994,18,19,41142
522,16996,19,19,41144
523,16999,19,18,41147
524,17017,18,16,41171
525,17018,18,17,41172
526,17020,19,17,41174
527,17023,19,16,41177
528,17033,16,20,41211
529,17034,16,21,41212
530,17036,17,21,41214
531,17039,17,20,41217
532,17041,16,22,41221
533,17042,16,23,41222
534,17044,17,23,41224
535,17047,17,22,41227
536,17057,18,22,41241
537,17058,18,23,41242
538,17060,19,23,41244
539,17063,19,22,41247
540,17081,18,20,41271
541,17082,18,21,41272
542,17084,19,21,41274
543,17087,19,20,41277
544,17161,20,20,41411
545,17162,20,21,41412
546,17164,21,21,41414
547,17167,21,20,41417
548,17169,20,22,41421
549,17170,20,23,41422
550,17172,21,23,41424
551,17175,21,22,41427
552,17185,22,22,41441
553,17186,22,23,41442
554,17188,23,23,41444
555,17191,23,22,41447
556,17209,22,20,41471
557,17210,22,21,41472
558,17212,23,21,41474
559,17215,23,20,41477
560,17353,20,16,41711
561,17354,20,17,41712
562,17356,21,17,41714
563,17359,21,16,41717
564,17361,20,18,41721
565,17362,20,19,41722
566,17364,21,19,41724
567,17367,21,18,41727
568,17377,22,18,41741
569,17378,22,19,41742
570,17380,23,19,41744
571,17383,23,18,41747
572,17401,22,16,41771
573,17402,22,17,41772
574,17404,23,17,41774
575,17407,23,16,41777
576,17481,16,24,42111
577,17482,16,25,42112
578,17484,17,25,42114
579,17487,17,24,42117
580,17489,16,26,42121
581,17490,16,27,42122
582,17492,17,27,42124
583,17495,17,26,42127
584,17505,18,26,42141
585,17506,18,27,42142
586,17508,19,27,42144
587,17511,19,26,42147
588,17529,18,24,42171
589,17530,18,25,42172
590,17532,19,25,42174
591,17535,19,24,42177
592,17545,16,28,42211
593,17546,16,29,42212
594,17548,17,29,42214
595,17551,17,28,42217
596,17553,16,30,42221
597,17554,16,31,42222
598,17556,17,31,42224
599,17559,17,30,42227
600,17569,18,30,42241
601,17570,18,31,42242
602,17572,19,31,42244
603,17575,19,30,42247
604,17593,18,28,42271
605,17594,18,29,42272
606,17596,19,29,42274
607,17599,19,28,42277
608,17673,20,28,42411
609,17674,20,29,42412
610,17676,21,29,42414
611,17679,21,28,42417
612,17681,20,30,42421
613,17682,20,31,42422
614,17684,21,31,42424
615,17687,21,30,42427
616,17697,22,30,42441
617,17698,22,31,42442
618,17700,23,31,42444
619,17703,23,30,42447
620,17721,22,28,42471
621,17722,22,29,42472
622,17724,23,29,42474
623,17727,23,28,42477
624,17865,20,24,42711
625,17866,20,25,42712
626,17868,21,25,42714
627,17871,21,24,42717
628,17873,20,26,42721
629,17874,20,27,42722
630,17876,21,27,42724
631,17879,21,26,42727
632,17889,22,26,42741
633,17890,22,27,42742
634,17892,23,27,42744
635,17895,23,26,42747
636,17913,22,24,42771
637,17914,22,25,42772
638,17916,23,25,42774
639,17919,23,24,42777
640,18505,24,24,44111
641,18506,24,25,44112
642,18508,25,25,44114
643,18511,25,24,44117
644,18513,24,26,44121
645,18514,24,27,44122
646,18516,25,27,44124
647,18519,25,26,44127
648,18529,26,26,44141
649,18530,26,27,44142
650,18532,27,27,44144
651,18535,27,26,44147
652,18553,26,24,44171
653,18554,26,25,44172
654,18556,27,25,44174
655,18559,27,24,44177
656,18569,24,28,44211
657,18570,24,29,44212
658,18572,25,29,44214
659,18575,25,28,44217
660,18577,24,30,44221
661,18578,24,31,44222
662,18580,25,31,44224
663,18583,25,30,44227
664,18593,26,30,44241
665,18594,26,31,44242
666,18596,27,31,44244
667,18599,27,30,44247
668,18617,26,28,44271
669,18618,26,29,44272
670,18620,27,29,44274
671,18623,27,28,44277
672,18697,28,28,44411
673,18698,28,29,44412
674,18700,29,29,44414
675,18703,29,28,44417
676,18705,28,30,44421
677,18706,28,31,44422
678,18708,29,31,44424
679,18711,29,30,44427
680,18721,30,30,44441
681,18722,30,31,44442
682,18724,31,31,44444
683,18727,31,30,44447
684,18745,30,28,44471
685,18746,30,29,44472
686,18748,31,29,44474
687,18751,31,28,44477
688,18889,28,24,44711
689,18890,28,25,44712
690,18892,29,25,44714
691,18895,29,24,44717
692,18897,28,26,44721
693,18898,28,27,44722
694,18900,29,27,44724
695,18903,29,26,44727
696,18913,30,26,44741
697,18914,30,27,44742
698,18916,31,27,44744
699,18919,31,26,44747
700,18937,30,24,44771
701,18938,30,25,44772
702,18940,31,25,44774
703,18943,31,24,44777
704,20041,24,16,47111
705,20042,24,17,47112
706,20044,25,17,47114
707,20047,25,16,47117
708,20049,24,18,47121
709,20050,24,19,47122
710,20052,25,19,47124
711,20055,25,18,47127
712,20065,26,18,47141
713,20066,26,19,47142
714,20068,27,19,47144
715,20071,27,18,47147
716,20089,26,16,47171
717,20090,26,17,47172
718,20092,27,17,47174
719,20095,27,16,47177
720,20105,24,20,47211
721,20106,24,21,47212
722,20108,25,21,47214
723,20111,25,20,47217
724,20113,24,22,47221
725,20114,24,23,47222
726,20116,25,23,47224
727,20119,25,22,47227
728,20129,26,22,47241
729,20130,26,23,47242
730,20132,27,23,47244
731,20135,27,22,47247
732,20153,26,20,47271
733,20154,26,21,47272
734,20156,27,21,47274
735,20159,27,20,47277
736,20233,28,20,47411
737,20234,28,21,47412
738,20236,29,21,47414
739,20239,29,20,47417
740,20241,28,22,47421
741,20242,28,23,47422
742,20244,29,23,47424
743,20247,29,22,47427
744,20257,30,22,47441
745,20258,30,23,47442
746,20260,31,23,47444
747,20263,31,22,47447
748,20281,30,20,47471
749,20282,30,21,47472
750,20284,31,21,47474
751,20287,31,20,47477
752,20425,28,16,47711
753,20426,28,17,47712
754,20428,29,17,47714
755,20431,29,16,47717
756,20433,28,18,47721
757,20434,28,19,47722
758,20436,29,19,47724
759,20439,29,18,47727
760,20449,30,18,47741
761,20450,30,19,47742
762,20452,31,19,47744
763,20455,31,18,47747
764,20473,30,16,47771
765,20474,30,17,47772
766,20476,31,17,47774
767,20479,31,16,47777
768,29257,16,0,71111
769,29258,16,1,71112
770,29260,17,1,71114
771,29263,17,0,71117
772,29265,16,2,71121
773,29266,16,3,71122
774,29268,17,3,71124
775,29271,17,2,71127
776,29281,18,2,71141
777,29282,18,3,71142
778,29284,19,3,71144
779,29287,19,2,71147
780,29305,18,0,71171
781,29306,18,1,71172
782,29308,19,1,71174
783,29311,19,0,71177
784,29321,16,4,71211
785,29322,16,5,71212
786,29324,17,5,71214
787,29327,17,4,71217
788,29329,16,6,71221
789,29330,16,7,71222
790,29332,17,7,71224
791,29335,17,6,71227
792,29345,18,6,71241
793,29346,18,7,71242
794,29348,19,7,71244
795,29351,19,6,71247
796,29369,18,4,71271
797,29370,18,5,71272
798,29372,19,5,71274
799,29375,19,4,71277
800,29449,20,4,71411
801,29450,20,5,71412
802,29452,21,5,71414
803,29455,21,4,71417
804,29457,20,6,71421
805,29458,20,7,71422
806,29460,21,7,71424
807,29463,21,6,71427
808,29473,22,6,71441
809,29474,22,7,71442
810,29476,23,7,71444
811,29479,23,6,71447
812,29497,22,4,71471
813,29498,22,5,71472
814,29500,23,5,71474
815,29503,23,4,71477
816,29641,20,0,71711
817,29642,20,1,71712
818,29644,21,1,71714
819,29647,21,0,71717
820,29649,20,2,71721
821,29650,20,3,71722
822,29652,21,3,71724
823,29655,21,2,71727
824,29665,22,2,71741
825,29666,22,3,71742
826,29668,23,3,71744
827,29671,23,2,71747
828,29689,22,0,71771
829,29690,22,1,71772
830,29692,23,1,71774
831,29695,23,0,71777
832,29769,16,8,72111
833,29770,16,9,72112
834,29772,17,9,72114
835,29775,17,8,72117
836,29777,16,10,72121
837,29778,16,11,72122
838,29780,17,11,72124
839,29783,17,10,72127
840,29793,18,10,72141
841,29794,18,11,72142
842,29796,19,11,72144
843,29799,19,10,72147
844,29817,18,8,72171
845,29818,18,9,72172
846,29820,19,9,72174
847,29823,19,8,72177
848,29833,16,12,72211
849,29834,16,13,72212
850,29836,17,13,72214
851,29839,17,12,72217
852,29841,16,14,72221
853,29842,16,15,72222
854,29844,17,15,72224
855,29847,17,14,72227
856,29857,18,14,72241
857,29858,18,15,72242
858,29860,19,15,72244
859,29863,19,14,72247
860,29881,18,12,72271
861,29882,18,13,72272
862,29884,19,13,72274
863,29887,19,12,72277
864,29961,20,12,72411
865,29962,20,13,72412
866,29964,21,13,72414
867,29967,21,12,72417
868,29969,20,14,72421
869,29970,20,15,72422
870,29972,21,15,72424
871,29975,21,14,72427
872,29985,22,14,72441
873,29986,22,15,72442
874,29988,23,15,72444
875,29991,23,14,72447
876,30009,22,12,72471
877,30010,22,13,72472
878,30012,23,13,72474
879,30015,23,12,72477
880,30153,20,8,72711
881,30154,20,9,72712
882,30156,21,9,72714
883,30159,21,8,72717
884,30161,20,10,72721
885,30162,20,11,72722
886,30164,21,11,72724
887,30167,21,10,72727
888,30177,22,10,72741
889,30178,22,11,72742
890,30180,23,11,72744
891,30183,23,10,72747
892,30201,22,8,72771
893,30202,22,9,72772
894,30204,23,9,72774
895,30207,23,8,72777
896,30793,24,8,74111
897,30794,24,9,74112
898,30796,25,9,74114
899,30799,25,8,74117
900,30801,24,10,74121
901,30802,24,11,74122
902,30804,25,11,74124
903,30807,25,10,74127
904,30817,26,10,74141
905,30818,26,11,74142
906,30820,27,11,74144
907,30823,27,10,74147
908,30841,26,8,74171
909,30842,26,9,74172
910,30844,27,9,74174
911,30847,27,8,74177
912,30857,24,12,74211
913,30858,24,13,74212
914,30860,25,13,74214
915,30863,25,12,74217
916,30865,24,14,74221
917,30866,24,15,74222
918,30868,25,15,74224
919,30871,25,14,74227
920,30881,26,14,74241
921,30882,26,15,74242
922,30884,27,15,74244
923,30887,27,14,74247
924,30905,26,12,74271
925,30906,26,13,74272
926,30908,27,13,74274
927,30911,27,12,74277
928,30985,28,12,74411
929,30986,28,13,74412
930,30988,29,13,74414
931,30991,29,12,74417
932,30993,28,14,74421
933,30994,28,15,74422
934,30996,29,15,74424
935,30999,29,14,74427
936,31009,30,14,74441
937,31010,30,15,74442
938,31012,31,15,74444
939,31015,31,14,74447
940,31033,30,12,74471
941,31034,30,13,74472
942,31036,31,13,74474
943,31039,31,12,74477
944,31177,28,8,74711
945,31178,28,9,74712
946,31180,29,9,74714
947,31183,29,8,74717
948,31185,28,10,74721
949,31186,28,11,74722
950,31188,29,11,74724
951,31191,29,10,74727
952,31201,30,10,74741
953,31202,30,11,74742
954,31204,31,11,74744
955,31207,31,10,74747
956,31225,30,8,74771
957,31226,30,9,74772
958,31228,31,9,74774
959,31231,31,8,74777
960,32329,24,0,77111
961,32330,24,1,77112
962,32332,25,1,77114
963,32335,25,0,77117
964,32337,24,2,77121
965,32338,24,3,77122
966,32340,25,3,77124
967,32343,25,2,77127
968,32353,26,2,77141
969,32354,26,3,77142
970,32356,27,3,77144
971,32359,27,2,77147
972,32377,26,0,77171
973,32378,26,1,77172
974,32380,27,1,77174
975,32383,27,0,77177
976,32393,24,4,77211
977,32394,24,5,77212
978,32396,25,5,77214
979,32399,25,4,77217
980,32401,24,6,77221
981,32402,24,7,77222
982,32404,25,7,77224
983,32407,25,6,77227
984,32417,26,6,77241
985,32418,26,7,77242
986,32420,27,7,77244
987,32423,27,6,77247
988,32441,26,4,77271
989,32442,26,5,77272
990,32444,27,5,77274
991,32447,27,4,77277
992,32521,28,4,77411
993,32522,28,5,77412
994,32524,29,5,77414
995,32527,29,4,77417
996,32529,28,6,77421
997,32530,28,7,77422
998,32532,29,7,77424
999,32535,29,6,77427
1000,32545,30,6,77441
1001,32546,30,7,77442
1002,32548,31,7,77444
1003,32551,31,6,77447
1004,32569,30,4,77471
1005,32570,30,5,77472
1006,32572,31,5,77474
1007,32575,31,4,77477
1008,32713,28,0,77711
1009,32714,28,1,77712
1010,32716,29,1,77714
1011,32719,29,0,77717
1012,32721,28,2,77721
1013,32722,28,3,77722
1014,32724,29,3,77724
1015,32727,29,2,77727
1016,32737,30,2,77741
1017,32738,30,3,77742
1018,32740,31,3,77744
1019,32743,31,2,77747
1020,32761,30,0,77771
1021,32762,30,1,77772
1022,32764,31,1,77774
1023,32767,31,0,77777
