index,floretion,x_coord,y_coord
241,2400202,12,1
242,2400204,13,1
243,2400207,13,0
244,2400209,12,2
245,2400210,12,3
246,2400212,13,3
247,2400215,13,2
248,2400225,14,2
249,2400226,14,3
250,2400228,15,3
251,2400231,15,2
252,2400249,14,0
253,2400250,14,1
254,2400252,15,1
255,2400255,15,0
256,2400841,0,16
257,2400842,0,17
258,2400844,1,17
259,2400847,1,16
260,2400849,0,18
261,2400850,0,19
262,2400852,1,19
263,2400855,1,18
264,2400865,2,18
265,2400866,2,19
266,2400868,3,19
267,2400871,3,18
268,2400889,2,16
269,2400890,2,17
270,2400892,3,17
271,2400895,3,16
272,2400905,0,20
273,2400906,0,21
274,2400908,1,21
275,2400911,1,20
276,2400913,0,22
277,2400914,0,23
278,2400916,1,23
279,2400919,1,22
280,2400929,2,22
281,2400930,2,23
282,2400932,3,23
283,2400935,3,22
284,2400953,2,20
285,2400954,2,21
286,2400956,3,21
287,2400959,3,20
288,2401033,4,20
289,2401034,4,21
290,2401036,5,21
291,2401039,5,20
292,2401041,4,22
293,2401042,4,23
294,2401044,5,23
295,2401047,5,22
296,2401057,6,22
297,2401058,6,23
298,2401060,7,23
299,2401063,7,22
300,2401081,6,20
301,2401082,6,21
302,2401084,7,21
303,2401087,7,20
304,2401225,4,16
305,2401226,4,17
306,2401228,5,17
307,2401231,5,16
308,2401233,4,18
309,2401234,4,19
310,2401236,5,19
311,2401239,5,18
312,2401249,6,18
313,2401250,6,19
314,2401252,7,19
315,2401255,7,18
316,2401273,6,16
317,2401274,6,17
318,2401276,7,17
319,2401279,7,16
320,2401353,0,24
321,2401354,0,25
322,2401356,1,25
323,2401359,1,24
324,2401361,0,26
325,2401362,0,27
326,2401364,1,27
327,2401367,1,26
328,2401377,2,26
329,2401378,2,27
330,2401380,3,27
331,2401383,3,26
332,2401401,2,24
333,2401402,2,25
334,2401404,3,25
335,2401407,3,24
336,2401417,0,28
337,2401418,0,29
338,2401420,1,29
339,2401423,1,28
340,2401425,0,30
341,2401426,0,31
342,2401428,1,31
343,2401431,1,30
344,2401441,2,30
345,2401442,2,31
346,2401444,3,31
347,2401447,3,30
348,2401465,2,28
349,2401466,2,29
350,2401468,3,29
351,2401471,3,28
352,2401545,4,28
353,2401546,4,29
354,2401548,5,29
355,2401551,5,28
356,2401553,4,30
357,2401554,4,31
358,2401556,5,31
359,2401559,5,30
360,2401569,6,30
361,2401570,6,31
362,2401572,7,31
363,2401575,7,30
364,2401593,6,28
365,2401594,6,29
366,2401596,7,29
367,2401599,7,28
368,2401737,4,24
369,2401738,4,25
370,2401740,5,25
371,2401743,5,24
372,2401745,4,26
373,2401746,4,27
374,2401748,5,27
375,2401751,5,26
376,2401761,6,26
377,2401762,6,27
378,2401764,7,27
379,2401767,7,26
380,2401785,6,24
381,2401786,6,25
382,2401788,7,25
383,2401791,7,24
384,2402377,8,24
385,2402378,8,25
386,2402380,9,25
387,2402383,9,24
388,2402385,8,26
389,2402386,8,27
390,2402388,9,27
391,2402391,9,26
392,2402401,10,26
393,2402402,10,27
394,2402404,11,27
395,2402407,11,26
396,2402425,10,24
397,2402426,10,25
398,2402428,11,25
399,2402431,11,24
400,2402441,8,28
401,2402442,8,29
402,2402444,9,29
403,2402447,9,28
404,2402449,8,30
405,2402450,8,31
406,2402452,9,31
407,2402455,9,30
408,2402465,10,30
409,2402466,10,31
410,2402468,11,31
411,2402471,11,30
412,2402489,10,28
413,2402490,10,29
414,2402492,11,29
415,2402495,11,28
416,2402569,12,28
417,2402570,12,29
418,2402572,13,29
419,2402575,13,28
420,2402577,12,30
421,2402578,12,31
422,2402580,13,31
423,2402583,13,30
424,2402593,14,30
425,2402594,14,31
426,2402596,15,31
427,2402599,15,30
428,2402617,14,28
429,2402618,14,29
430,2402620,15,29
431,2402623,15,28
432,2402761,12,24
433,2402762,12,25
434,2402764,13,25
435,2402767,13,24
436,2402769,12,26
437,2402770,12,27
438,2402772,13,27
439,2402775,13,26
440,2402785,14,26
441,2402786,14,27
442,2402788,15,27
443,2402791,15,26
444,2402809,14,24
445,2402810,14,25
446,2402812,15,25
447,2402815,15,24
448,2403913,8,16
449,2403914,8,17
450,2403916,9,17
451,2403919,9,16
452,2403921,8,18
453,2403922,8,19
454,2403924,9,19
455,2403927,9,18
456,2403937,10,18
457,2403938,10,19
458,2403940,11,19
459,2403943,11,18
460,2403961,10,16
461,2403962,10,17
462,2403964,11,17
463,2403967,11,16
464,2403977,8,20
465,2403978,8,21
466,2403980,9,21
467,2403983,9,20
468,2403985,8,22
469,2403986,8,23
470,2403988,9,23
471,2403991,9,22
472,2404001,10,22
473,2404002,10,23
474,2404004,11,23
475,2404007,11,22
476,2404025,10,20
477,2404026,10,21
478,2404028,11,21
479,2404031,11,20
480,2404105,12,20
481,2404106,12,21
482,2404108,13,21
483,2404111,13,20
484,2404113,12,22
485,2404114,12,23
486,2404116,13,23
487,2404119,13,22
488,2404129,14,22
489,2404130,14,23
490,2404132,15,23
491,2404135,15,22
492,2404153,14,20
493,2404154,14,21
494,2404156,15,21
495,2404159,15,20
496,2404297,12,16
497,2404298,12,17
498,2404300,13,17
499,2404303,13,16
500,2404305,12,18
501,2404306,12,19
502,2404308,13,19
503,2404311,13,18
504,2404321,14,18
505,2404322,14,19
506,2404324,15,19
507,2404327,15,18
508,2404345,14,16
509,2404346,14,17
510,2404348,15,17
511,2404351,15,16
512,2409033,16,16
513,2409034,16,17
514,2409036,17,17
515,2409039,17,16
516,2409041,16,18
517,2409042,16,19
518,2409044,17,19
519,2409047,17,18
520,2409057,18,18
521,2409058,18,19
522,2409060,19,19
523,2409063,19,18
524,2409081,18,16
525,2409082,18,17
526,2409084,19,17
527,2409087,19,16
528,2409097,16,20
529,2409098,16,21
530,2409100,17,21
531,2409103,17,20
532,2409105,16,22
533,2409106,16,23
534,2409108,17,23
535,2409111,17,22
536,2409121,18,22
537,2409122,18,23
538,2409124,19,23
539,2409127,19,22
540,2409145,18,20
541,2409146,18,21
542,2409148,19,21
543,2409151,19,20
544,2409225,20,20
545,2409226,20,21
546,2409228,21,21
547,2409231,21,20
548,2409233,20,22
549,2409234,20,23
550,2409236,21,23
551,2409239,21,22
552,2409249,22,22
553,2409250,22,23
554,2409252,23,23
555,2409255,23,22
556,2409273,22,20
557,2409274,22,21
558,2409276,23,21
559,2409279,23,20
560,2409417,20,16
561,2409418,20,17
562,2409420,21,17
563,2409423,21,16
564,2409425,20,18
565,2409426,20,19
566,2409428,21,19
567,2409431,21,18
568,2409441,22,18
569,2409442,22,19
570,2409444,23,19
571,2409447,23,18
572,2409465,22,16
573,2409466,22,17
574,2409468,23,17
575,2409471,23,16
576,2409545,16,24
577,2409546,16,25
578,2409548,17,25
579,2409551,17,24
580,2409553,16,26
581,2409554,16,27
582,2409556,17,27
583,2409559,17,26
584,2409569,18,26
585,2409570,18,27
586,2409572,19,27
587,2409575,19,26
588,2409593,18,24
589,2409594,18,25
590,2409596,19,25
591,2409599,19,24
592,2409609,16,28
593,2409610,16,29
594,2409612,17,29
595,2409615,17,28
596,2409617,16,30
597,2409618,16,31
598,2409620,17,31
599,2409623,17,30
600,2409633,18,30
601,2409634,18,31
602,2409636,19,31
603,2409639,19,30
604,2409657,18,28
605,2409658,18,29
606,2409660,19,29
607,2409663,19,28
608,2409737,20,28
609,2409738,20,29
610,2409740,21,29
611,2409743,21,28
612,2409745,20,30
613,2409746,20,31
614,2409748,21,31
615,2409751,21,30
616,2409761,22,30
617,2409762,22,31
618,2409764,23,31
619,2409767,23,30
620,2409785,22,28
621,2409786,22,29
622,2409788,23,29
623,2409791,23,28
624,2409929,20,24
625,2409930,20,25
626,2409932,21,25
627,2409935,21,24
628,2409937,20,26
629,2409938,20,27
630,2409940,21,27
631,2409943,21,26
632,2409953,22,26
633,2409954,22,27
634,2409956,23,27
635,2409959,23,26
636,2409977,22,24
637,2409978,22,25
638,2409980,23,25
639,2409983,23,24
640,2410569,24,24
641,2410570,24,25
642,2410572,25,25
643,2410575,25,24
644,2410577,24,26
645,2410578,24,27
646,2410580,25,27
647,2410583,25,26
648,2410593,26,26
649,2410594,26,27
650,2410596,27,27
651,2410599,27,26
652,2410617,26,24
653,2410618,26,25
654,2410620,27,25
655,2410623,27,24
656,2410633,24,28
657,2410634,24,29
658,2410636,25,29
659,2410639,25,28
660,2410641,24,30
661,2410642,24,31
662,2410644,25,31
663,2410647,25,30
664,2410657,26,30
665,2410658,26,31
666,2410660,27,31
667,2410663,27,30
668,2410681,26,28
669,2410682,26,29
670,2410684,27,29
671,2410687,27,28
672,2410761,28,28
673,2410762,28,29
674,2410764,29,29
675,2410767,29,28
676,2410769,28,30
677,2410770,28,31
678,2410772,29,31
679,2410775,29,30
680,2410785,30,30
681,2410786,30,31
682,2410788,31,31
683,2410791,31,30
684,2410809,30,28
685,2410810,30,29
686,2410812,31,29
687,2410815,31,28
688,2410953,28,24
689,2410954,28,25
690,2410956,29,25
691,2410959,29,24
692,2410961,28,26
693,2410962,28,27
694,2410964,29,27
695,2410967,29,26
696,2410977,30,26
697,2410978,30,27
698,2410980,31,27
699,2410983,31,26
700,2411001,30,24
701,2411002,30,25
702,2411004,31,25
703,2411007,31,24
704,2412105,24,16
705,2412106,24,17
706,2412108,25,17
707,2412111,25,16
708,2412113,24,18
709,2412114,24,19
710,2412116,25,19
711,2412119,25,18
712,2412129,26,18
713,2412130,26,19
714,2412132,27,19
715,2412135,27,18
716,2412153,26,16
717,2412154,26,17
718,2412156,27,17
719,2412159,27,16
720,2412169,24,20
721,2412170,24,21
722,2412172,25,21
723,2412175,25,20
724,2412177,24,22
725,2412178,24,23
726,2412180,25,23
727,2412183,25,22
728,2412193,26,22
729,2412194,26,23
730,2412196,27,23
731,2412199,27,22
732,2412217,26,20
733,2412218,26,21
734,2412220,27,21
735,2412223,27,20
736,2412297,28,20
737,2412298,28,21
738,2412300,29,21
739,2412303,29,20
740,2412305,28,22
741,2412306,28,23
742,2412308,29,23
743,2412311,29,22
744,2412321,30,22
745,2412322,30,23
746,2412324,31,23
747,2412327,31,22
748,2412345,30,20
749,2412346,30,21
750,2412348,31,21
751,2412351,31,20
752,2412489,28,16
753,2412490,28,17
754,2412492,29,17
755,2412495,29,16
756,2412497,28,18
757,2412498,28,19
758,2412500,29,19
759,2412503,29,18
760,2412513,30,18
761,2412514,30,19
762,2412516,31,19
763,2412519,31,18
764,2412537,30,16
765,2412538,30,17
766,2412540,31,17
767,2412543,31,16
768,2421321,16,0
769,2421322,16,1
770,2421324,17,1
771,2421327,17,0
772,2421329,16,2
773,2421330,16,3
774,2421332,17,3
775,2421335,17,2
776,2421345,18,2
777,2421346,18,3
778,2421348,19,3
779,2421351,19,2
780,2421369,18,0
781,2421370,18,1
782,2421372,19,1
783,2421375,19,0
784,2421385,16,4
785,2421386,16,5
786,2421388,17,5
787,2421391,17,4
788,2421393,16,6
789,2421394,16,7
790,2421396,17,7
791,2421399,17,6
792,2421409,18,6
793,2421410,18,7
794,2421412,19,7
795,2421415,19,6
796,2421433,18,4
797,2421434,18,5
798,2421436,19,5
799,2421439,19,4
800,2421513,20,4
801,2421514,20,5
802,2421516,21,5
803,2421519,21,4
804,2421521,20,6
805,2421522,20,7
806,2421524,21,7
807,2421527,21,6
808,2421537,22,6
809,2421538,22,7
810,2421540,23,7
811,2421543,23,6
812,2421561,22,4
813,2421562,22,5
814,2421564,23,5
815,2421567,23,4
816,2421705,20,0
817,2421706,20,1
818,2421708,21,1
819,2421711,21,0
820,2421713,20,2
821,2421714,20,3
822,2421716,21,3
823,2421719,21,2
824,2421729,22,2
825,2421730,22,3
826,2421732,23,3
827,2421735,23,2
828,2421753,22,0
829,2421754,22,1
830,2421756,23,1
831,2421759,23,0
832,2421833,16,8
833,2421834,16,9
834,2421836,17,9
835,2421839,17,8
836,2421841,16,10
837,2421842,16,11
838,2421844,17,11
839,2421847,17,10
840,2421857,18,10
841,2421858,18,11
842,2421860,19,11
843,2421863,19,10
844,2421881,18,8
845,2421882,18,9
846,2421884,19,9
847,2421887,19,8
848,2421897,16,12
849,2421898,16,13
850,2421900,17,13
851,2421903,17,12
852,2421905,16,14
853,2421906,16,15
854,2421908,17,15
855,2421911,17,14
856,2421921,18,14
857,2421922,18,15
858,2421924,19,15
859,2421927,19,14
860,2421945,18,12
861,2421946,18,13
862,2421948,19,13
863,2421951,19,12
864,2422025,20,12
865,2422026,20,13
866,2422028,21,13
867,2422031,21,12
868,2422033,20,14
869,2422034,20,15
870,2422036,21,15
871,2422039,21,14
872,2422049,22,14
873,2422050,22,15
874,2422052,23,15
875,2422055,23,14
876,2422073,22,12
877,2422074,22,13
878,2422076,23,13
879,2422079,23,12
880,2422217,20,8
881,2422218,20,9
882,2422220,21,9
883,2422223,21,8
884,2422225,20,10
885,2422226,20,11
886,2422228,21,11
887,2422231,21,10
888,2422241,22,10
889,2422242,22,11
890,2422244,23,11
891,2422247,23,10
892,2422265,22,8
893,2422266,22,9
894,2422268,23,9
895,2422271,23,8
896,2422857,24,8
897,2422858,24,9
898,2422860,25,9
899,2422863,25,8
900,2422865,24,10
901,2422866,24,11
902,2422868,25,11
903,2422871,25,10
904,2422881,26,10
905,2422882,26,11
906,2422884,27,11
907,2422887,27,10
908,2422905,26,8
909,2422906,26,9
910,2422908,27,9
911,2422911,27,8
912,2422921,24,12
913,2422922,24,13
914,2422924,25,13
915,2422927,25,12
916,2422929,24,14
917,2422930,24,15
918,2422932,25,15
919,2422935,25,14
920,2422945,26,14
921,2422946,26,15
922,2422948,27,15
923,2422951,27,14
924,2422969,26,12
925,2422970,26,13
926,2422972,27,13
927,2422975,27,12
928,2423049,28,12
929,2423050,28,13
930,2423052,29,13
931,2423055,29,12
932,2423057,28,14
933,2423058,28,15
934,2423060,29,15
935,2423063,29,14
936,2423073,30,14
937,2423074,30,15
938,2423076,31,15
939,2423079,31,14
940,2423097,30,12
941,2423098,30,13
942,2423100,31,13
943,2423103,31,12
944,2423241,28,8
945,2423242,28,9
946,2423244,29,9
947,2423247,29,8
948,2423249,28,10
949,2423250,28,11
950,2423252,29,11
951,2423255,29,10
952,2423265,30,10
953,2423266,30,11
954,2423268,31,11
955,2423271,31,10
956,2423289,30,8
957,2423290,30,9
958,2423292,31,9
959,2423295,31,8
960,2424393,24,0
961,2424394,24,1
962,2424396,25,1
963,2424399,25,0
964,2424401,24,2
965,2424402,24,3
966,2424404,25,3
967,2424407,25,2
968,2424417,26,2
969,2424418,26,3
970,2424420,27,3
971,2424423,27,2
972,2424441,26,0
973,2424442,26,1
974,2424444,27,1
975,2424447,27,0
976,2424457,24,4
977,2424458,24,5
978,2424460,25,5
979,2424463,25,4
980,2424465,24,6
981,2424466,24,7
982,2424468,25,7
983,2424471,25,6
984,2424481,26,6
985,2424482,26,7
986,2424484,27,7
987,2424487,27,6
988,2424505,26,4
989,2424506,26,5
990,2424508,27,5
991,2424511,27,4
992,2424585,28,4
993,2424586,28,5
994,2424588,29,5
995,2424591,29,4
996,2424593,28,6
997,2424594,28,7
998,2424596,29,7
999,2424599,29,6
1000,2424609,30,6
1001,2424610,30,7
1002,2424612,31,7
1003,2424615,31,6
1004,2424633,30,4
1005,2424634,30,5
1006,2424636,31,5
1007,2424639,31,4
1008,2424777,28,0
1009,2424778,28,1
1010,2424780,29,1
1011,2424783,29,0
1012,2424785,28,2
1013,2424786,28,3
1014,2424788,29,3
1015,2424791,29,2
1016,2424801,30,2
1017,2424802,30,3
1018,2424804,31,3
1019,2424807,31,2
1020,2424825,30,0
1021,2424826,30,1
1022,2424828,31,1
1023,2424831,31,0
1024,2429513,0,32
1025,2429514,0,33
1026,2429516,1,33
1027,2429519,1,32
1028,2429521,0,34
1029,2429522,0,35
1030,2429524,1,35
1031,2429527,1,34
1032,2429537,2,34
1033,2429538,2,35
1034,2429540,3,35
1035,2429543,3,34
1036,2429561,2,32
1037,2429562,2,33
1038,2429564,3,33
1039,2429567,3,32
1040,2429577,0,36
1041,2429578,0,37
1042,2429580,1,37
1043,2429583,1,36
1044,2429585,0,38
1045,2429586,0,39
1046,2429588,1,39
1047,2429591,1,38
1048,2429601,2,38
1049,2429602,2,39
1050,2429604,3,39
1051,2429607,3,38
1052,2429625,2,36
1053,2429626,2,37
1054,2429628,3,37
1055,2429631,3,36
1056,2429705,4,36
1057,2429706,4,37
1058,2429708,5,37
1059,2429711,5,36
1060,2429713,4,38
1061,2429714,4,39
1062,2429716,5,39
1063,2429719,5,38
1064,2429729,6,38
1065,2429730,6,39
1066,2429732,7,39
1067,2429735,7,38
1068,2429753,6,36
1069,2429754,6,37
1070,2429756,7,37
1071,2429759,7,36
1072,2429897,4,32
1073,2429898,4,33
1074,2429900,5,33
1075,2429903,5,32
1076,2429905,4,34
1077,2429906,4,35
1078,2429908,5,35
1079,2429911,5,34
1080,2429921,6,34
1081,2429922,6,35
1082,2429924,7,35
1083,2429927,7,34
1084,2429945,6,32
1085,2429946,6,33
1086,2429948,7,33
1087,2429951,7,32
1088,2430025,0,40
1089,2430026,0,41
1090,2430028,1,41
1091,2430031,1,40
1092,2430033,0,42
1093,2430034,0,43
1094,2430036,1,43
1095,2430039,1,42
1096,2430049,2,42
1097,2430050,2,43
1098,2430052,3,43
1099,2430055,3,42
1100,2430073,2,40
1101,2430074,2,41
1102,2430076,3,41
1103,2430079,3,40
1104,2430089,0,44
1105,2430090,0,45
1106,2430092,1,45
1107,2430095,1,44
1108,2430097,0,46
1109,2430098,0,47
1110,2430100,1,47
1111,2430103,1,46
1112,2430113,2,46
1113,2430114,2,47
1114,2430116,3,47
1115,2430119,3,46
1116,2430137,2,44
1117,2430138,2,45
1118,2430140,3,45
1119,2430143,3,44
1120,2430217,4,44
1121,2430218,4,45
1122,2430220,5,45
1123,2430223,5,44
1124,2430225,4,46
1125,2430226,4,47
1126,2430228,5,47
1127,2430231,5,46
1128,2430241,6,46
1129,2430242,6,47
1130,2430244,7,47
1131,2430247,7,46
1132,2430265,6,44
1133,2430266,6,45
1134,2430268,7,45
1135,2430271,7,44
1136,2430409,4,40
1137,2430410,4,41
1138,2430412,5,41
1139,2430415,5,40
1140,2430417,4,42
1141,2430418,4,43
1142,2430420,5,43
1143,2430423,5,42
1144,2430433,6,42
1145,2430434,6,43
1146,2430436,7,43
1147,2430439,7,42
1148,2430457,6,40
1149,2430458,6,41
1150,2430460,7,41
1151,2430463,7,40
1152,2431049,8,40
1153,2431050,8,41
1154,2431052,9,41
1155,2431055,9,40
1156,2431057,8,42
1157,2431058,8,43
1158,2431060,9,43
1159,2431063,9,42
1160,2431073,10,42
1161,2431074,10,43
1162,2431076,11,43
1163,2431079,11,42
1164,2431097,10,40
1165,2431098,10,41
1166,2431100,11,41
1167,2431103,11,40
1168,2431113,8,44
1169,2431114,8,45
1170,2431116,9,45
1171,2431119,9,44
1172,2431121,8,46
1173,2431122,8,47
1174,2431124,9,47
1175,2431127,9,46
1176,2431137,10,46
1177,2431138,10,47
1178,2431140,11,47
1179,2431143,11,46
1180,2431161,10,44
1181,2431162,10,45
1182,2431164,11,45
1183,2431167,11,44
1184,2431241,12,44
1185,2431242,12,45
1186,2431244,13,45
1187,2431247,13,44
1188,2431249,12,46
1189,2431250,12,47
1190,2431252,13,47
1191,2431255,13,46
1192,2431265,14,46
1193,2431266,14,47
1194,2431268,15,47
1195,2431271,15,46
1196,2431289,14,44
1197,2431290,14,45
1198,2431292,15,45
1199,2431295,15,44
1200,2431433,12,40
1201,2431434,12,41
1202,2431436,13,41
1203,2431439,13,40
1204,2431441,12,42
1205,2431442,12,43
1206,2431444,13,43
1207,2431447,13,42
1208,2431457,14,42
1209,2431458,14,43
1210,2431460,15,43
1211,2431463,15,42
1212,2431481,14,40
1213,2431482,14,41
1214,2431484,15,41
1215,2431487,15,40
1216,2432585,8,32
1217,2432586,8,33
1218,2432588,9,33
1219,2432591,9,32
1220,2432593,8,34
1221,2432594,8,35
1222,2432596,9,35
1223,2432599,9,34
1224,2432609,10,34
1225,2432610,10,35
1226,2432612,11,35
1227,2432615,11,34
1228,2432633,10,32
1229,2432634,10,33
1230,2432636,11,33
1231,2432639,11,32
1232,2432649,8,36
1233,2432650,8,37
1234,2432652,9,37
1235,2432655,9,36
1236,2432657,8,38
1237,2432658,8,39
1238,2432660,9,39
1239,2432663,9,38
1240,2432673,10,38
1241,2432674,10,39
1242,2432676,11,39
1243,2432679,11,38
1244,2432697,10,36
1245,2432698,10,37
1246,2432700,11,37
1247,2432703,11,36
1248,2432777,12,36
1249,2432778,12,37
1250,2432780,13,37
1251,2432783,13,36
1252,2432785,12,38
1253,2432786,12,39
1254,2432788,13,39
1255,2432791,13,38
1256,2432801,14,38
1257,2432802,14,39
1258,2432804,15,39
1259,2432807,15,38
1260,2432825,14,36
1261,2432826,14,37
1262,2432828,15,37
1263,2432831,15,36
1264,2432969,12,32
1265,2432970,12,33
1266,2432972,13,33
1267,2432975,13,32
1268,2432977,12,34
1269,2432978,12,35
1270,2432980,13,35
1271,2432983,13,34
1272,2432993,14,34
1273,2432994,14,35
1274,2432996,15,35
1275,2432999,15,34
1276,2433017,14,32
1277,2433018,14,33
1278,2433020,15,33
1279,2433023,15,32
1280,2433609,0,48
1281,2433610,0,49
1282,2433612,1,49
1283,2433615,1,48
1284,2433617,0,50
1285,2433618,0,51
1286,2433620,1,51
1287,2433623,1,50
1288,2433633,2,50
1289,2433634,2,51
1290,2433636,3,51
1291,2433639,3,50
1292,2433657,2,48
1293,2433658,2,49
1294,2433660,3,49
1295,2433663,3,48
1296,2433673,0,52
1297,2433674,0,53
1298,2433676,1,53
1299,2433679,1,52
1300,2433681,0,54
1301,2433682,0,55
1302,2433684,1,55
1303,2433687,1,54
1304,2433697,2,54
1305,2433698,2,55
1306,2433700,3,55
1307,2433703,3,54
1308,2433721,2,52
1309,2433722,2,53
1310,2433724,3,53
1311,2433727,3,52
1312,2433801,4,52
1313,2433802,4,53
1314,2433804,5,53
1315,2433807,5,52
1316,2433809,4,54
1317,2433810,4,55
1318,2433812,5,55
1319,2433815,5,54
1320,2433825,6,54
1321,2433826,6,55
1322,2433828,7,55
1323,2433831,7,54
1324,2433849,6,52
1325,2433850,6,53
1326,2433852,7,53
1327,2433855,7,52
1328,2433993,4,48
1329,2433994,4,49
1330,2433996,5,49
1331,2433999,5,48
1332,2434001,4,50
1333,2434002,4,51
1334,2434004,5,51
1335,2434007,5,50
1336,2434017,6,50
1337,2434018,6,51
1338,2434020,7,51
1339,2434023,7,50
1340,2434041,6,48
1341,2434042,6,49
1342,2434044,7,49
1343,2434047,7,48
1344,2434121,0,56
1345,2434122,0,57
1346,2434124,1,57
1347,2434127,1,56
1348,2434129,0,58
1349,2434130,0,59
1350,2434132,1,59
1351,2434135,1,58
1352,2434145,2,58
1353,2434146,2,59
1354,2434148,3,59
1355,2434151,3,58
1356,2434169,2,56
1357,2434170,2,57
1358,2434172,3,57
1359,2434175,3,56
