index,floretion,x_coord,y_coord,oct
0,9,0,0,11
1,10,0,1,12
2,12,1,1,14
3,15,1,0,17
4,17,0,2,21
5,18,0,3,22
6,20,1,3,24
7,23,1,2,27
8,33,2,2,41
9,34,2,3,42
10,36,3,3,44
11,39,3,2,47
12,57,2,0,71
13,58,2,1,72
14,60,3,1,74
15,63,3,0,77
