0,  9,  0,  0
0, 10,  0,  2
0, 12,  2,  2
0, 15,  2,  0
0, 17,  0,  1
0, 18,  0,  3
0, 20,  2,  3
0, 23,  2,  1
0, 33,  1,  1
0, 34,  1,  3
0, 36,  3,  3
0, 39,  3,  1
0, 57,  1,  0
0, 58,  1,  2
0, 60,  3,  2
0, 63,  3,  0
