index,floretion,x_coord,y_coord
0,9,0,0
1,10,0,1
2,12,1,1
3,15,1,0
4,17,0,2
5,18,0,3
6,20,1,3
7,23,1,2
8,33,2,2
9,34,2,3
10,36,3,3
11,39,3,2
12,57,2,0
13,58,2,1
14,60,3,1
15,63,3,0
