index,floretion,x_coord,y_coord,oct
356,304401,4,30,1122421
357,304402,4,31,1122422
358,304404,5,31,1122424
359,304407,5,30,1122427
360,304417,6,30,1122441
361,304418,6,31,1122442
362,304420,7,31,1122444
363,304423,7,30,1122447
364,304441,6,28,1122471
365,304442,6,29,1122472
366,304444,7,29,1122474
367,304447,7,28,1122477
368,304585,4,24,1122711
369,304586,4,25,1122712
370,304588,5,25,1122714
371,304591,5,24,1122717
372,304593,4,26,1122721
373,304594,4,27,1122722
374,304596,5,27,1122724
375,304599,5,26,1122727
376,304609,6,26,1122741
377,304610,6,27,1122742
378,304612,7,27,1122744
379,304615,7,26,1122747
380,304633,6,24,1122771
381,304634,6,25,1122772
382,304636,7,25,1122774
383,304639,7,24,1122777
384,305225,8,24,1124111
385,305226,8,25,1124112
386,305228,9,25,1124114
387,305231,9,24,1124117
388,305233,8,26,1124121
389,305234,8,27,1124122
390,305236,9,27,1124124
391,305239,9,26,1124127
392,305249,10,26,1124141
393,305250,10,27,1124142
394,305252,11,27,1124144
395,305255,11,26,1124147
396,305273,10,24,1124171
397,305274,10,25,1124172
398,305276,11,25,1124174
399,305279,11,24,1124177
400,305289,8,28,1124211
401,305290,8,29,1124212
402,305292,9,29,1124214
403,305295,9,28,1124217
404,305297,8,30,1124221
405,305298,8,31,1124222
406,305300,9,31,1124224
407,305303,9,30,1124227
408,305313,10,30,1124241
409,305314,10,31,1124242
410,305316,11,31,1124244
411,305319,11,30,1124247
412,305337,10,28,1124271
413,305338,10,29,1124272
414,305340,11,29,1124274
415,305343,11,28,1124277
416,305417,12,28,1124411
417,305418,12,29,1124412
418,305420,13,29,1124414
419,305423,13,28,1124417
420,305425,12,30,1124421
421,305426,12,31,1124422
422,305428,13,31,1124424
423,305431,13,30,1124427
424,305441,14,30,1124441
425,305442,14,31,1124442
426,305444,15,31,1124444
427,305447,15,30,1124447
428,305465,14,28,1124471
429,305466,14,29,1124472
430,305468,15,29,1124474
431,305471,15,28,1124477
432,305609,12,24,1124711
433,305610,12,25,1124712
434,305612,13,25,1124714
435,305615,13,24,1124717
436,305617,12,26,1124721
437,305618,12,27,1124722
438,305620,13,27,1124724
439,305623,13,26,1124727
440,305633,14,26,1124741
441,305634,14,27,1124742
442,305636,15,27,1124744
443,305639,15,26,1124747
444,305657,14,24,1124771
445,305658,14,25,1124772
446,305660,15,25,1124774
447,305663,15,24,1124777
448,306761,8,16,1127111
449,306762,8,17,1127112
450,306764,9,17,1127114
451,306767,9,16,1127117
452,306769,8,18,1127121
453,306770,8,19,1127122
454,306772,9,19,1127124
455,306775,9,18,1127127
456,306785,10,18,1127141
457,306786,10,19,1127142
458,306788,11,19,1127144
459,306791,11,18,1127147
460,306809,10,16,1127171
461,306810,10,17,1127172
462,306812,11,17,1127174
463,306815,11,16,1127177
464,306825,8,20,1127211
465,306826,8,21,1127212
466,306828,9,21,1127214
467,306831,9,20,1127217
468,306833,8,22,1127221
469,306834,8,23,1127222
470,306836,9,23,1127224
471,306839,9,22,1127227
472,306849,10,22,1127241
473,306850,10,23,1127242
474,306852,11,23,1127244
475,306855,11,22,1127247
476,306873,10,20,1127271
477,306874,10,21,1127272
478,306876,11,21,1127274
479,306879,11,20,1127277
480,306953,12,20,1127411
481,306954,12,21,1127412
482,306956,13,21,1127414
483,306959,13,20,1127417
484,306961,12,22,1127421
485,306962,12,23,1127422
486,306964,13,23,1127424
487,306967,13,22,1127427
488,306977,14,22,1127441
489,306978,14,23,1127442
490,306980,15,23,1127444
491,306983,15,22,1127447
492,307001,14,20,1127471
493,307002,14,21,1127472
494,307004,15,21,1127474
495,307007,15,20,1127477
496,307145,12,16,1127711
497,307146,12,17,1127712
498,307148,13,17,1127714
499,307151,13,16,1127717
500,307153,12,18,1127721
501,307154,12,19,1127722
502,307156,13,19,1127724
503,307159,13,18,1127727
504,307169,14,18,1127741
505,307170,14,19,1127742
506,307172,15,19,1127744
507,307175,15,18,1127747
508,307193,14,16,1127771
509,307194,14,17,1127772
510,307196,15,17,1127774
511,307199,15,16,1127777
512,311881,16,16,1141111
513,311882,16,17,1141112
514,311884,17,17,1141114
515,311887,17,16,1141117
516,311889,16,18,1141121
517,311890,16,19,1141122
518,311892,17,19,1141124
519,311895,17,18,1141127
520,311905,18,18,1141141
521,311906,18,19,1141142
522,311908,19,19,1141144
523,311911,19,18,1141147
524,311929,18,16,1141171
525,311930,18,17,1141172
526,311932,19,17,1141174
527,311935,19,16,1141177
528,311945,16,20,1141211
529,311946,16,21,1141212
530,311948,17,21,1141214
531,311951,17,20,1141217
532,311953,16,22,1141221
533,311954,16,23,1141222
534,311956,17,23,1141224
535,311959,17,22,1141227
536,311969,18,22,1141241
537,311970,18,23,1141242
538,311972,19,23,1141244
539,311975,19,22,1141247
540,311993,18,20,1141271
541,311994,18,21,1141272
542,311996,19,21,1141274
543,311999,19,20,1141277
544,312073,20,20,1141411
545,312074,20,21,1141412
546,312076,21,21,1141414
547,312079,21,20,1141417
548,312081,20,22,1141421
549,312082,20,23,1141422
550,312084,21,23,1141424
551,312087,21,22,1141427
552,312097,22,22,1141441
553,312098,22,23,1141442
554,312100,23,23,1141444
555,312103,23,22,1141447
556,312121,22,20,1141471
557,312122,22,21,1141472
558,312124,23,21,1141474
559,312127,23,20,1141477
560,312265,20,16,1141711
561,312266,20,17,1141712
562,312268,21,17,1141714
563,312271,21,16,1141717
564,312273,20,18,1141721
565,312274,20,19,1141722
566,312276,21,19,1141724
567,312279,21,18,1141727
568,312289,22,18,1141741
569,312290,22,19,1141742
570,312292,23,19,1141744
571,312295,23,18,1141747
572,312313,22,16,1141771
573,312314,22,17,1141772
574,312316,23,17,1141774
575,312319,23,16,1141777
576,312393,16,24,1142111
577,312394,16,25,1142112
578,312396,17,25,1142114
579,312399,17,24,1142117
580,312401,16,26,1142121
581,312402,16,27,1142122
582,312404,17,27,1142124
583,312407,17,26,1142127
584,312417,18,26,1142141
585,312418,18,27,1142142
586,312420,19,27,1142144
587,312423,19,26,1142147
588,312441,18,24,1142171
589,312442,18,25,1142172
590,312444,19,25,1142174
591,312447,19,24,1142177
592,312457,16,28,1142211
593,312458,16,29,1142212
594,312460,17,29,1142214
595,312463,17,28,1142217
596,312465,16,30,1142221
597,312466,16,31,1142222
598,312468,17,31,1142224
599,312471,17,30,1142227
600,312481,18,30,1142241
601,312482,18,31,1142242
602,312484,19,31,1142244
603,312487,19,30,1142247
604,312505,18,28,1142271
605,312506,18,29,1142272
606,312508,19,29,1142274
607,312511,19,28,1142277
608,312585,20,28,1142411
609,312586,20,29,1142412
610,312588,21,29,1142414
611,312591,21,28,1142417
612,312593,20,30,1142421
613,312594,20,31,1142422
614,312596,21,31,1142424
615,312599,21,30,1142427
616,312609,22,30,1142441
617,312610,22,31,1142442
618,312612,23,31,1142444
619,312615,23,30,1142447
620,312633,22,28,1142471
621,312634,22,29,1142472
622,312636,23,29,1142474
623,312639,23,28,1142477
624,312777,20,24,1142711
625,312778,20,25,1142712
626,312780,21,25,1142714
627,312783,21,24,1142717
628,312785,20,26,1142721
629,312786,20,27,1142722
630,312788,21,27,1142724
631,312791,21,26,1142727
632,312801,22,26,1142741
633,312802,22,27,1142742
634,312804,23,27,1142744
635,312807,23,26,1142747
636,312825,22,24,1142771
637,312826,22,25,1142772
638,312828,23,25,1142774
639,312831,23,24,1142777
640,313417,24,24,1144111
641,313418,24,25,1144112
642,313420,25,25,1144114
643,313423,25,24,1144117
644,313425,24,26,1144121
645,313426,24,27,1144122
646,313428,25,27,1144124
647,313431,25,26,1144127
648,313441,26,26,1144141
649,313442,26,27,1144142
650,313444,27,27,1144144
651,313447,27,26,1144147
652,313465,26,24,1144171
653,313466,26,25,1144172
654,313468,27,25,1144174
655,313471,27,24,1144177
656,313481,24,28,1144211
657,313482,24,29,1144212
658,313484,25,29,1144214
659,313487,25,28,1144217
660,313489,24,30,1144221
661,313490,24,31,1144222
662,313492,25,31,1144224
663,313495,25,30,1144227
664,313505,26,30,1144241
665,313506,26,31,1144242
666,313508,27,31,1144244
667,313511,27,30,1144247
668,313529,26,28,1144271
669,313530,26,29,1144272
670,313532,27,29,1144274
671,313535,27,28,1144277
672,313609,28,28,1144411
673,313610,28,29,1144412
674,313612,29,29,1144414
675,313615,29,28,1144417
676,313617,28,30,1144421
677,313618,28,31,1144422
678,313620,29,31,1144424
679,313623,29,30,1144427
680,313633,30,30,1144441
681,313634,30,31,1144442
682,313636,31,31,1144444
683,313639,31,30,1144447
684,313657,30,28,1144471
685,313658,30,29,1144472
686,313660,31,29,1144474
687,313663,31,28,1144477
688,313801,28,24,1144711
689,313802,28,25,1144712
690,313804,29,25,1144714
691,313807,29,24,1144717
692,313809,28,26,1144721
693,313810,28,27,1144722
694,313812,29,27,1144724
695,313815,29,26,1144727
696,313825,30,26,1144741
697,313826,30,27,1144742
698,313828,31,27,1144744
699,313831,31,26,1144747
700,313849,30,24,1144771
701,313850,30,25,1144772
702,313852,31,25,1144774
703,313855,31,24,1144777
704,314953,24,16,1147111
705,314954,24,17,1147112
706,314956,25,17,1147114
707,314959,25,16,1147117
708,314961,24,18,1147121
709,314962,24,19,1147122
710,314964,25,19,1147124
711,314967,25,18,1147127
712,314977,26,18,1147141
713,314978,26,19,1147142
714,314980,27,19,1147144
715,314983,27,18,1147147
716,315001,26,16,1147171
717,315002,26,17,1147172
718,315004,27,17,1147174
719,315007,27,16,1147177
720,315017,24,20,1147211
721,315018,24,21,1147212
722,315020,25,21,1147214
723,315023,25,20,1147217
724,315025,24,22,1147221
725,315026,24,23,1147222
726,315028,25,23,1147224
727,315031,25,22,1147227
728,315041,26,22,1147241
729,315042,26,23,1147242
730,315044,27,23,1147244
731,315047,27,22,1147247
732,315065,26,20,1147271
733,315066,26,21,1147272
734,315068,27,21,1147274
735,315071,27,20,1147277
736,315145,28,20,1147411
737,315146,28,21,1147412
738,315148,29,21,1147414
739,315151,29,20,1147417
740,315153,28,22,1147421
741,315154,28,23,1147422
742,315156,29,23,1147424
743,315159,29,22,1147427
744,315169,30,22,1147441
745,315170,30,23,1147442
746,315172,31,23,1147444
747,315175,31,22,1147447
748,315193,30,20,1147471
749,315194,30,21,1147472
750,315196,31,21,1147474
751,315199,31,20,1147477
752,315337,28,16,1147711
753,315338,28,17,1147712
754,315340,29,17,1147714
755,315343,29,16,1147717
756,315345,28,18,1147721
757,315346,28,19,1147722
758,315348,29,19,1147724
759,315351,29,18,1147727
760,315361,30,18,1147741
761,315362,30,19,1147742
762,315364,31,19,1147744
763,315367,31,18,1147747
764,315385,30,16,1147771
765,315386,30,17,1147772
766,315388,31,17,1147774
767,315391,31,16,1147777
768,324169,16,0,1171111
769,324170,16,1,1171112
770,324172,17,1,1171114
771,324175,17,0,1171117
772,324177,16,2,1171121
773,324178,16,3,1171122
774,324180,17,3,1171124
775,324183,17,2,1171127
776,324193,18,2,1171141
777,324194,18,3,1171142
778,324196,19,3,1171144
779,324199,19,2,1171147
780,324217,18,0,1171171
781,324218,18,1,1171172
782,324220,19,1,1171174
783,324223,19,0,1171177
784,324233,16,4,1171211
785,324234,16,5,1171212
786,324236,17,5,1171214
787,324239,17,4,1171217
788,324241,16,6,1171221
789,324242,16,7,1171222
790,324244,17,7,1171224
791,324247,17,6,1171227
792,324257,18,6,1171241
793,324258,18,7,1171242
794,324260,19,7,1171244
795,324263,19,6,1171247
796,324281,18,4,1171271
797,324282,18,5,1171272
798,324284,19,5,1171274
799,324287,19,4,1171277
800,324361,20,4,1171411
801,324362,20,5,1171412
802,324364,21,5,1171414
803,324367,21,4,1171417
804,324369,20,6,1171421
805,324370,20,7,1171422
806,324372,21,7,1171424
807,324375,21,6,1171427
808,324385,22,6,1171441
809,324386,22,7,1171442
810,324388,23,7,1171444
811,324391,23,6,1171447
812,324409,22,4,1171471
813,324410,22,5,1171472
814,324412,23,5,1171474
815,324415,23,4,1171477
816,324553,20,0,1171711
817,324554,20,1,1171712
818,324556,21,1,1171714
819,324559,21,0,1171717
820,324561,20,2,1171721
821,324562,20,3,1171722
822,324564,21,3,1171724
823,324567,21,2,1171727
824,324577,22,2,1171741
825,324578,22,3,1171742
826,324580,23,3,1171744
827,324583,23,2,1171747
828,324601,22,0,1171771
829,324602,22,1,1171772
830,324604,23,1,1171774
831,324607,23,0,1171777
832,324681,16,8,1172111
833,324682,16,9,1172112
834,324684,17,9,1172114
835,324687,17,8,1172117
836,324689,16,10,1172121
837,324690,16,11,1172122
838,324692,17,11,1172124
839,324695,17,10,1172127
840,324705,18,10,1172141
841,324706,18,11,1172142
842,324708,19,11,1172144
843,324711,19,10,1172147
844,324729,18,8,1172171
845,324730,18,9,1172172
846,324732,19,9,1172174
847,324735,19,8,1172177
848,324745,16,12,1172211
849,324746,16,13,1172212
850,324748,17,13,1172214
851,324751,17,12,1172217
852,324753,16,14,1172221
853,324754,16,15,1172222
854,324756,17,15,1172224
855,324759,17,14,1172227
856,324769,18,14,1172241
857,324770,18,15,1172242
858,324772,19,15,1172244
859,324775,19,14,1172247
860,324793,18,12,1172271
861,324794,18,13,1172272
862,324796,19,13,1172274
863,324799,19,12,1172277
864,324873,20,12,1172411
865,324874,20,13,1172412
866,324876,21,13,1172414
867,324879,21,12,1172417
868,324881,20,14,1172421
869,324882,20,15,1172422
870,324884,21,15,1172424
871,324887,21,14,1172427
872,324897,22,14,1172441
873,324898,22,15,1172442
874,324900,23,15,1172444
875,324903,23,14,1172447
876,324921,22,12,1172471
877,324922,22,13,1172472
878,324924,23,13,1172474
879,324927,23,12,1172477
880,325065,20,8,1172711
881,325066,20,9,1172712
882,325068,21,9,1172714
883,325071,21,8,1172717
884,325073,20,10,1172721
885,325074,20,11,1172722
886,325076,21,11,1172724
887,325079,21,10,1172727
888,325089,22,10,1172741
889,325090,22,11,1172742
890,325092,23,11,1172744
891,325095,23,10,1172747
892,325113,22,8,1172771
893,325114,22,9,1172772
894,325116,23,9,1172774
895,325119,23,8,1172777
896,325705,24,8,1174111
897,325706,24,9,1174112
898,325708,25,9,1174114
899,325711,25,8,1174117
900,325713,24,10,1174121
901,325714,24,11,1174122
902,325716,25,11,1174124
903,325719,25,10,1174127
904,325729,26,10,1174141
905,325730,26,11,1174142
906,325732,27,11,1174144
907,325735,27,10,1174147
908,325753,26,8,1174171
909,325754,26,9,1174172
910,325756,27,9,1174174
911,325759,27,8,1174177
912,325769,24,12,1174211
913,325770,24,13,1174212
914,325772,25,13,1174214
915,325775,25,12,1174217
916,325777,24,14,1174221
917,325778,24,15,1174222
918,325780,25,15,1174224
919,325783,25,14,1174227
920,325793,26,14,1174241
921,325794,26,15,1174242
922,325796,27,15,1174244
923,325799,27,14,1174247
924,325817,26,12,1174271
925,325818,26,13,1174272
926,325820,27,13,1174274
927,325823,27,12,1174277
928,325897,28,12,1174411
929,325898,28,13,1174412
930,325900,29,13,1174414
931,325903,29,12,1174417
932,325905,28,14,1174421
933,325906,28,15,1174422
934,325908,29,15,1174424
935,325911,29,14,1174427
936,325921,30,14,1174441
937,325922,30,15,1174442
938,325924,31,15,1174444
939,325927,31,14,1174447
940,325945,30,12,1174471
941,325946,30,13,1174472
942,325948,31,13,1174474
943,325951,31,12,1174477
944,326089,28,8,1174711
945,326090,28,9,1174712
946,326092,29,9,1174714
947,326095,29,8,1174717
948,326097,28,10,1174721
949,326098,28,11,1174722
950,326100,29,11,1174724
951,326103,29,10,1174727
952,326113,30,10,1174741
953,326114,30,11,1174742
954,326116,31,11,1174744
955,326119,31,10,1174747
956,326137,30,8,1174771
957,326138,30,9,1174772
958,326140,31,9,1174774
959,326143,31,8,1174777
960,327241,24,0,1177111
961,327242,24,1,1177112
962,327244,25,1,1177114
963,327247,25,0,1177117
964,327249,24,2,1177121
965,327250,24,3,1177122
966,327252,25,3,1177124
967,327255,25,2,1177127
968,327265,26,2,1177141
969,327266,26,3,1177142
970,327268,27,3,1177144
971,327271,27,2,1177147
972,327289,26,0,1177171
973,327290,26,1,1177172
974,327292,27,1,1177174
975,327295,27,0,1177177
976,327305,24,4,1177211
977,327306,24,5,1177212
978,327308,25,5,1177214
979,327311,25,4,1177217
980,327313,24,6,1177221
981,327314,24,7,1177222
982,327316,25,7,1177224
983,327319,25,6,1177227
984,327329,26,6,1177241
985,327330,26,7,1177242
986,327332,27,7,1177244
987,327335,27,6,1177247
988,327353,26,4,1177271
989,327354,26,5,1177272
990,327356,27,5,1177274
991,327359,27,4,1177277
992,327433,28,4,1177411
993,327434,28,5,1177412
994,327436,29,5,1177414
995,327439,29,4,1177417
996,327441,28,6,1177421
997,327442,28,7,1177422
998,327444,29,7,1177424
999,327447,29,6,1177427
1000,327457,30,6,1177441
1001,327458,30,7,1177442
1002,327460,31,7,1177444
1003,327463,31,6,1177447
1004,327481,30,4,1177471
1005,327482,30,5,1177472
1006,327484,31,5,1177474
1007,327487,31,4,1177477
1008,327625,28,0,1177711
1009,327626,28,1,1177712
1010,327628,29,1,1177714
1011,327631,29,0,1177717
1012,327633,28,2,1177721
1013,327634,28,3,1177722
1014,327636,29,3,1177724
1015,327639,29,2,1177727
1016,327649,30,2,1177741
1017,327650,30,3,1177742
1018,327652,31,3,1177744
1019,327655,31,2,1177747
1020,327673,30,0,1177771
1021,327674,30,1,1177772
1022,327676,31,1,1177774
1023,327679,31,0,1177777
1024,332361,0,32,1211111
1025,332362,0,33,1211112
1026,332364,1,33,1211114
1027,332367,1,32,1211117
1028,332369,0,34,1211121
1029,332370,0,35,1211122
1030,332372,1,35,1211124
1031,332375,1,34,1211127
1032,332385,2,34,1211141
1033,332386,2,35,1211142
1034,332388,3,35,1211144
1035,332391,3,34,1211147
1036,332409,2,32,1211171
1037,332410,2,33,1211172
1038,332412,3,33,1211174
1039,332415,3,32,1211177
1040,332425,0,36,1211211
1041,332426,0,37,1211212
1042,332428,1,37,1211214
1043,332431,1,36,1211217
1044,332433,0,38,1211221
1045,332434,0,39,1211222
1046,332436,1,39,1211224
1047,332439,1,38,1211227
1048,332449,2,38,1211241
1049,332450,2,39,1211242
1050,332452,3,39,1211244
1051,332455,3,38,1211247
1052,332473,2,36,1211271
1053,332474,2,37,1211272
1054,332476,3,37,1211274
1055,332479,3,36,1211277
1056,332553,4,36,1211411
1057,332554,4,37,1211412
1058,332556,5,37,1211414
1059,332559,5,36,1211417
1060,332561,4,38,1211421
1061,332562,4,39,1211422
1062,332564,5,39,1211424
1063,332567,5,38,1211427
1064,332577,6,38,1211441
1065,332578,6,39,1211442
1066,332580,7,39,1211444
1067,332583,7,38,1211447
