index,floretion,x_coord,y_coord
158,301244,11,13
159,301247,11,12
160,301321,12,12
161,301322,12,13
162,301324,13,13
163,301327,13,12
164,301329,12,14
165,301330,12,15
166,301332,13,15
167,301335,13,14
168,301345,14,14
169,301346,14,15
170,301348,15,15
171,301351,15,14
172,301369,14,12
173,301370,14,13
174,301372,15,13
175,301375,15,12
176,301513,12,8
177,301514,12,9
178,301516,13,9
179,301519,13,8
180,301521,12,10
181,301522,12,11
182,301524,13,11
183,301527,13,10
184,301537,14,10
185,301538,14,11
186,301540,15,11
187,301543,15,10
188,301561,14,8
189,301562,14,9
190,301564,15,9
191,301567,15,8
192,302665,8,0
193,302666,8,1
194,302668,9,1
195,302671,9,0
196,302673,8,2
197,302674,8,3
198,302676,9,3
199,302679,9,2
200,302689,10,2
201,302690,10,3
202,302692,11,3
203,302695,11,2
204,302713,10,0
205,302714,10,1
206,302716,11,1
207,302719,11,0
208,302729,8,4
209,302730,8,5
210,302732,9,5
211,302735,9,4
212,302737,8,6
213,302738,8,7
214,302740,9,7
215,302743,9,6
216,302753,10,6
217,302754,10,7
218,302756,11,7
219,302759,11,6
220,302777,10,4
221,302778,10,5
222,302780,11,5
223,302783,11,4
224,302857,12,4
225,302858,12,5
226,302860,13,5
227,302863,13,4
228,302865,12,6
229,302866,12,7
230,302868,13,7
231,302871,13,6
232,302881,14,6
233,302882,14,7
234,302884,15,7
235,302887,15,6
236,302905,14,4
237,302906,14,5
238,302908,15,5
239,302911,15,4
240,303049,12,0
241,303050,12,1
242,303052,13,1
243,303055,13,0
244,303057,12,2
245,303058,12,3
246,303060,13,3
247,303063,13,2
248,303073,14,2
249,303074,14,3
250,303076,15,3
251,303079,15,2
252,303097,14,0
253,303098,14,1
254,303100,15,1
255,303103,15,0
256,303689,0,16
257,303690,0,17
258,303692,1,17
259,303695,1,16
260,303697,0,18
261,303698,0,19
262,303700,1,19
263,303703,1,18
264,303713,2,18
265,303714,2,19
266,303716,3,19
267,303719,3,18
268,303737,2,16
269,303738,2,17
270,303740,3,17
271,303743,3,16
272,303753,0,20
273,303754,0,21
274,303756,1,21
275,303759,1,20
276,303761,0,22
277,303762,0,23
278,303764,1,23
279,303767,1,22
280,303777,2,22
281,303778,2,23
282,303780,3,23
283,303783,3,22
284,303801,2,20
285,303802,2,21
286,303804,3,21
287,303807,3,20
288,303881,4,20
289,303882,4,21
290,303884,5,21
291,303887,5,20
292,303889,4,22
293,303890,4,23
294,303892,5,23
295,303895,5,22
296,303905,6,22
297,303906,6,23
298,303908,7,23
299,303911,7,22
300,303929,6,20
301,303930,6,21
302,303932,7,21
303,303935,7,20
304,304073,4,16
305,304074,4,17
306,304076,5,17
307,304079,5,16
308,304081,4,18
309,304082,4,19
310,304084,5,19
311,304087,5,18
312,304097,6,18
313,304098,6,19
314,304100,7,19
315,304103,7,18
316,304121,6,16
317,304122,6,17
318,304124,7,17
319,304127,7,16
320,304201,0,24
321,304202,0,25
322,304204,1,25
323,304207,1,24
324,304209,0,26
325,304210,0,27
326,304212,1,27
327,304215,1,26
328,304225,2,26
329,304226,2,27
330,304228,3,27
331,304231,3,26
332,304249,2,24
333,304250,2,25
334,304252,3,25
335,304255,3,24
336,304265,0,28
337,304266,0,29
338,304268,1,29
339,304271,1,28
340,304273,0,30
341,304274,0,31
342,304276,1,31
343,304279,1,30
344,304289,2,30
345,304290,2,31
346,304292,3,31
347,304295,3,30
348,304313,2,28
349,304314,2,29
350,304316,3,29
351,304319,3,28
352,304393,4,28
353,304394,4,29
354,304396,5,29
355,304399,5,28
356,304401,4,30
357,304402,4,31
358,304404,5,31
359,304407,5,30
360,304417,6,30
361,304418,6,31
362,304420,7,31
363,304423,7,30
364,304441,6,28
365,304442,6,29
366,304444,7,29
367,304447,7,28
368,304585,4,24
369,304586,4,25
370,304588,5,25
371,304591,5,24
372,304593,4,26
373,304594,4,27
374,304596,5,27
375,304599,5,26
376,304609,6,26
377,304610,6,27
378,304612,7,27
379,304615,7,26
380,304633,6,24
381,304634,6,25
382,304636,7,25
383,304639,7,24
384,305225,8,24
385,305226,8,25
386,305228,9,25
387,305231,9,24
388,305233,8,26
389,305234,8,27
390,305236,9,27
391,305239,9,26
392,305249,10,26
393,305250,10,27
394,305252,11,27
395,305255,11,26
396,305273,10,24
397,305274,10,25
398,305276,11,25
399,305279,11,24
400,305289,8,28
401,305290,8,29
402,305292,9,29
403,305295,9,28
404,305297,8,30
405,305298,8,31
406,305300,9,31
407,305303,9,30
408,305313,10,30
409,305314,10,31
410,305316,11,31
411,305319,11,30
412,305337,10,28
413,305338,10,29
414,305340,11,29
415,305343,11,28
416,305417,12,28
417,305418,12,29
418,305420,13,29
419,305423,13,28
420,305425,12,30
421,305426,12,31
422,305428,13,31
423,305431,13,30
424,305441,14,30
425,305442,14,31
426,305444,15,31
427,305447,15,30
428,305465,14,28
429,305466,14,29
430,305468,15,29
431,305471,15,28
432,305609,12,24
433,305610,12,25
434,305612,13,25
435,305615,13,24
436,305617,12,26
437,305618,12,27
438,305620,13,27
439,305623,13,26
440,305633,14,26
441,305634,14,27
442,305636,15,27
443,305639,15,26
444,305657,14,24
445,305658,14,25
446,305660,15,25
447,305663,15,24
448,306761,8,16
449,306762,8,17
450,306764,9,17
451,306767,9,16
452,306769,8,18
453,306770,8,19
454,306772,9,19
455,306775,9,18
456,306785,10,18
457,306786,10,19
458,306788,11,19
459,306791,11,18
460,306809,10,16
461,306810,10,17
462,306812,11,17
463,306815,11,16
464,306825,8,20
465,306826,8,21
466,306828,9,21
467,306831,9,20
468,306833,8,22
469,306834,8,23
470,306836,9,23
471,306839,9,22
472,306849,10,22
473,306850,10,23
474,306852,11,23
475,306855,11,22
476,306873,10,20
477,306874,10,21
478,306876,11,21
479,306879,11,20
480,306953,12,20
481,306954,12,21
482,306956,13,21
483,306959,13,20
484,306961,12,22
485,306962,12,23
486,306964,13,23
487,306967,13,22
488,306977,14,22
489,306978,14,23
490,306980,15,23
491,306983,15,22
492,307001,14,20
493,307002,14,21
494,307004,15,21
495,307007,15,20
496,307145,12,16
497,307146,12,17
498,307148,13,17
499,307151,13,16
500,307153,12,18
501,307154,12,19
502,307156,13,19
503,307159,13,18
504,307169,14,18
505,307170,14,19
506,307172,15,19
507,307175,15,18
508,307193,14,16
509,307194,14,17
510,307196,15,17
511,307199,15,16
512,311881,16,16
513,311882,16,17
514,311884,17,17
515,311887,17,16
516,311889,16,18
517,311890,16,19
518,311892,17,19
519,311895,17,18
520,311905,18,18
521,311906,18,19
522,311908,19,19
523,311911,19,18
524,311929,18,16
525,311930,18,17
526,311932,19,17
527,311935,19,16
528,311945,16,20
529,311946,16,21
530,311948,17,21
531,311951,17,20
532,311953,16,22
533,311954,16,23
534,311956,17,23
535,311959,17,22
536,311969,18,22
537,311970,18,23
538,311972,19,23
539,311975,19,22
540,311993,18,20
541,311994,18,21
542,311996,19,21
543,311999,19,20
544,312073,20,20
545,312074,20,21
546,312076,21,21
547,312079,21,20
548,312081,20,22
549,312082,20,23
550,312084,21,23
551,312087,21,22
552,312097,22,22
553,312098,22,23
554,312100,23,23
555,312103,23,22
556,312121,22,20
557,312122,22,21
558,312124,23,21
559,312127,23,20
560,312265,20,16
561,312266,20,17
562,312268,21,17
563,312271,21,16
564,312273,20,18
565,312274,20,19
566,312276,21,19
567,312279,21,18
568,312289,22,18
569,312290,22,19
570,312292,23,19
571,312295,23,18
572,312313,22,16
573,312314,22,17
574,312316,23,17
575,312319,23,16
576,312393,16,24
577,312394,16,25
578,312396,17,25
579,312399,17,24
580,312401,16,26
581,312402,16,27
582,312404,17,27
583,312407,17,26
584,312417,18,26
585,312418,18,27
586,312420,19,27
587,312423,19,26
588,312441,18,24
589,312442,18,25
590,312444,19,25
591,312447,19,24
592,312457,16,28
593,312458,16,29
594,312460,17,29
595,312463,17,28
596,312465,16,30
597,312466,16,31
598,312468,17,31
599,312471,17,30
600,312481,18,30
601,312482,18,31
602,312484,19,31
603,312487,19,30
604,312505,18,28
605,312506,18,29
606,312508,19,29
607,312511,19,28
608,312585,20,28
609,312586,20,29
610,312588,21,29
611,312591,21,28
612,312593,20,30
613,312594,20,31
614,312596,21,31
615,312599,21,30
616,312609,22,30
617,312610,22,31
618,312612,23,31
619,312615,23,30
620,312633,22,28
621,312634,22,29
622,312636,23,29
623,312639,23,28
624,312777,20,24
625,312778,20,25
626,312780,21,25
627,312783,21,24
628,312785,20,26
629,312786,20,27
630,312788,21,27
631,312791,21,26
632,312801,22,26
633,312802,22,27
634,312804,23,27
635,312807,23,26
636,312825,22,24
637,312826,22,25
638,312828,23,25
639,312831,23,24
640,313417,24,24
641,313418,24,25
642,313420,25,25
643,313423,25,24
644,313425,24,26
645,313426,24,27
646,313428,25,27
647,313431,25,26
648,313441,26,26
649,313442,26,27
650,313444,27,27
651,313447,27,26
652,313465,26,24
653,313466,26,25
654,313468,27,25
655,313471,27,24
656,313481,24,28
657,313482,24,29
658,313484,25,29
659,313487,25,28
660,313489,24,30
661,313490,24,31
662,313492,25,31
663,313495,25,30
664,313505,26,30
665,313506,26,31
666,313508,27,31
667,313511,27,30
668,313529,26,28
669,313530,26,29
670,313532,27,29
671,313535,27,28
672,313609,28,28
673,313610,28,29
674,313612,29,29
675,313615,29,28
676,313617,28,30
677,313618,28,31
678,313620,29,31
679,313623,29,30
680,313633,30,30
681,313634,30,31
682,313636,31,31
683,313639,31,30
684,313657,30,28
685,313658,30,29
686,313660,31,29
687,313663,31,28
688,313801,28,24
689,313802,28,25
690,313804,29,25
691,313807,29,24
692,313809,28,26
693,313810,28,27
694,313812,29,27
695,313815,29,26
696,313825,30,26
697,313826,30,27
698,313828,31,27
699,313831,31,26
700,313849,30,24
701,313850,30,25
702,313852,31,25
703,313855,31,24
704,314953,24,16
705,314954,24,17
706,314956,25,17
707,314959,25,16
708,314961,24,18
709,314962,24,19
710,314964,25,19
711,314967,25,18
712,314977,26,18
713,314978,26,19
714,314980,27,19
715,314983,27,18
716,315001,26,16
717,315002,26,17
718,315004,27,17
719,315007,27,16
720,315017,24,20
721,315018,24,21
722,315020,25,21
723,315023,25,20
724,315025,24,22
725,315026,24,23
726,315028,25,23
727,315031,25,22
728,315041,26,22
729,315042,26,23
730,315044,27,23
731,315047,27,22
732,315065,26,20
733,315066,26,21
734,315068,27,21
735,315071,27,20
736,315145,28,20
737,315146,28,21
738,315148,29,21
739,315151,29,20
740,315153,28,22
741,315154,28,23
742,315156,29,23
743,315159,29,22
744,315169,30,22
745,315170,30,23
746,315172,31,23
747,315175,31,22
748,315193,30,20
749,315194,30,21
750,315196,31,21
751,315199,31,20
752,315337,28,16
753,315338,28,17
754,315340,29,17
755,315343,29,16
756,315345,28,18
757,315346,28,19
758,315348,29,19
759,315351,29,18
760,315361,30,18
761,315362,30,19
762,315364,31,19
763,315367,31,18
764,315385,30,16
765,315386,30,17
766,315388,31,17
767,315391,31,16
768,324169,16,0
769,324170,16,1
770,324172,17,1
771,324175,17,0
772,324177,16,2
773,324178,16,3
774,324180,17,3
775,324183,17,2
776,324193,18,2
777,324194,18,3
778,324196,19,3
779,324199,19,2
780,324217,18,0
781,324218,18,1
782,324220,19,1
783,324223,19,0
784,324233,16,4
785,324234,16,5
786,324236,17,5
787,324239,17,4
788,324241,16,6
789,324242,16,7
790,324244,17,7
791,324247,17,6
792,324257,18,6
793,324258,18,7
794,324260,19,7
795,324263,19,6
796,324281,18,4
797,324282,18,5
798,324284,19,5
799,324287,19,4
800,324361,20,4
801,324362,20,5
802,324364,21,5
803,324367,21,4
804,324369,20,6
805,324370,20,7
806,324372,21,7
807,324375,21,6
808,324385,22,6
809,324386,22,7
810,324388,23,7
811,324391,23,6
812,324409,22,4
813,324410,22,5
814,324412,23,5
815,324415,23,4
816,324553,20,0
817,324554,20,1
818,324556,21,1
819,324559,21,0
820,324561,20,2
821,324562,20,3
822,324564,21,3
823,324567,21,2
824,324577,22,2
825,324578,22,3
826,324580,23,3
827,324583,23,2
828,324601,22,0
829,324602,22,1
830,324604,23,1
831,324607,23,0
832,324681,16,8
833,324682,16,9
834,324684,17,9
835,324687,17,8
836,324689,16,10
837,324690,16,11
838,324692,17,11
839,324695,17,10
840,324705,18,10
841,324706,18,11
842,324708,19,11
843,324711,19,10
844,324729,18,8
845,324730,18,9
846,324732,19,9
847,324735,19,8
848,324745,16,12
849,324746,16,13
850,324748,17,13
851,324751,17,12
852,324753,16,14
853,324754,16,15
854,324756,17,15
855,324759,17,14
856,324769,18,14
857,324770,18,15
858,324772,19,15
859,324775,19,14
860,324793,18,12
861,324794,18,13
862,324796,19,13
863,324799,19,12
864,324873,20,12
865,324874,20,13
866,324876,21,13
867,324879,21,12
868,324881,20,14
869,324882,20,15
870,324884,21,15
871,324887,21,14
872,324897,22,14
873,324898,22,15
874,324900,23,15
875,324903,23,14
876,324921,22,12
877,324922,22,13
878,324924,23,13
879,324927,23,12
880,325065,20,8
881,325066,20,9
882,325068,21,9
883,325071,21,8
884,325073,20,10
885,325074,20,11
886,325076,21,11
887,325079,21,10
888,325089,22,10
889,325090,22,11
890,325092,23,11
891,325095,23,10
892,325113,22,8
893,325114,22,9
894,325116,23,9
895,325119,23,8
896,325705,24,8
897,325706,24,9
898,325708,25,9
899,325711,25,8
900,325713,24,10
901,325714,24,11
902,325716,25,11
903,325719,25,10
904,325729,26,10
905,325730,26,11
906,325732,27,11
907,325735,27,10
908,325753,26,8
909,325754,26,9
910,325756,27,9
911,325759,27,8
912,325769,24,12
913,325770,24,13
914,325772,25,13
915,325775,25,12
916,325777,24,14
917,325778,24,15
918,325780,25,15
919,325783,25,14
920,325793,26,14
921,325794,26,15
922,325796,27,15
923,325799,27,14
924,325817,26,12
925,325818,26,13
926,325820,27,13
927,325823,27,12
928,325897,28,12
929,325898,28,13
930,325900,29,13
931,325903,29,12
932,325905,28,14
933,325906,28,15
934,325908,29,15
935,325911,29,14
936,325921,30,14
937,325922,30,15
938,325924,31,15
939,325927,31,14
940,325945,30,12
941,325946,30,13
942,325948,31,13
943,325951,31,12
944,326089,28,8
945,326090,28,9
946,326092,29,9
947,326095,29,8
948,326097,28,10
949,326098,28,11
950,326100,29,11
951,326103,29,10
952,326113,30,10
953,326114,30,11
954,326116,31,11
955,326119,31,10
956,326137,30,8
957,326138,30,9
958,326140,31,9
959,326143,31,8
960,327241,24,0
961,327242,24,1
962,327244,25,1
963,327247,25,0
964,327249,24,2
965,327250,24,3
966,327252,25,3
967,327255,25,2
968,327265,26,2
969,327266,26,3
970,327268,27,3
971,327271,27,2
972,327289,26,0
973,327290,26,1
974,327292,27,1
975,327295,27,0
976,327305,24,4
977,327306,24,5
978,327308,25,5
979,327311,25,4
980,327313,24,6
981,327314,24,7
982,327316,25,7
983,327319,25,6
984,327329,26,6
985,327330,26,7
986,327332,27,7
987,327335,27,6
988,327353,26,4
989,327354,26,5
990,327356,27,5
991,327359,27,4
992,327433,28,4
993,327434,28,5
994,327436,29,5
995,327439,29,4
996,327441,28,6
997,327442,28,7
998,327444,29,7
999,327447,29,6
1000,327457,30,6
1001,327458,30,7
1002,327460,31,7
1003,327463,31,6
1004,327481,30,4
1005,327482,30,5
1006,327484,31,5
1007,327487,31,4
1008,327625,28,0
1009,327626,28,1
1010,327628,29,1
1011,327631,29,0
1012,327633,28,2
1013,327634,28,3
1014,327636,29,3
1015,327639,29,2
1016,327649,30,2
1017,327650,30,3
1018,327652,31,3
1019,327655,31,2
1020,327673,30,0
1021,327674,30,1
1022,327676,31,1
1023,327679,31,0
1024,332361,0,32
1025,332362,0,33
1026,332364,1,33
1027,332367,1,32
1028,332369,0,34
1029,332370,0,35
1030,332372,1,35
1031,332375,1,34
1032,332385,2,34
1033,332386,2,35
1034,332388,3,35
1035,332391,3,34
1036,332409,2,32
1037,332410,2,33
1038,332412,3,33
1039,332415,3,32
1040,332425,0,36
1041,332426,0,37
1042,332428,1,37
1043,332431,1,36
1044,332433,0,38
1045,332434,0,39
1046,332436,1,39
1047,332439,1,38
1048,332449,2,38
1049,332450,2,39
1050,332452,3,39
1051,332455,3,38
1052,332473,2,36
1053,332474,2,37
1054,332476,3,37
1055,332479,3,36
1056,332553,4,36
1057,332554,4,37
1058,332556,5,37
1059,332559,5,36
1060,332561,4,38
1061,332562,4,39
1062,332564,5,39
1063,332567,5,38
1064,332577,6,38
1065,332578,6,39
1066,332580,7,39
1067,332583,7,38
1068,332601,6,36
1069,332602,6,37
1070,332604,7,37
1071,332607,7,36
1072,332745,4,32
1073,332746,4,33
1074,332748,5,33
1075,332751,5,32
1076,332753,4,34
1077,332754,4,35
1078,332756,5,35
1079,332759,5,34
1080,332769,6,34
1081,332770,6,35
1082,332772,7,35
1083,332775,7,34
1084,332793,6,32
1085,332794,6,33
1086,332796,7,33
1087,332799,7,32
1088,332873,0,40
1089,332874,0,41
1090,332876,1,41
1091,332879,1,40
1092,332881,0,42
1093,332882,0,43
1094,332884,1,43
1095,332887,1,42
1096,332897,2,42
1097,332898,2,43
1098,332900,3,43
1099,332903,3,42
1100,332921,2,40
1101,332922,2,41
1102,332924,3,41
1103,332927,3,40
1104,332937,0,44
1105,332938,0,45
1106,332940,1,45
1107,332943,1,44
1108,332945,0,46
1109,332946,0,47
1110,332948,1,47
1111,332951,1,46
1112,332961,2,46
1113,332962,2,47
1114,332964,3,47
1115,332967,3,46
1116,332985,2,44
1117,332986,2,45
1118,332988,3,45
1119,332991,3,44
1120,333065,4,44
1121,333066,4,45
1122,333068,5,45
1123,333071,5,44
1124,333073,4,46
1125,333074,4,47
1126,333076,5,47
1127,333079,5,46
1128,333089,6,46
1129,333090,6,47
1130,333092,7,47
1131,333095,7,46
1132,333113,6,44
1133,333114,6,45
1134,333116,7,45
1135,333119,7,44
1136,333257,4,40
1137,333258,4,41
1138,333260,5,41
1139,333263,5,40
1140,333265,4,42
1141,333266,4,43
1142,333268,5,43
1143,333271,5,42
1144,333281,6,42
1145,333282,6,43
1146,333284,7,43
1147,333287,7,42
1148,333305,6,40
1149,333306,6,41
1150,333308,7,41
1151,333311,7,40
1152,333897,8,40
1153,333898,8,41
1154,333900,9,41
1155,333903,9,40
1156,333905,8,42
1157,333906,8,43
1158,333908,9,43
1159,333911,9,42
1160,333921,10,42
1161,333922,10,43
1162,333924,11,43
1163,333927,11,42
1164,333945,10,40
1165,333946,10,41
1166,333948,11,41
1167,333951,11,40
1168,333961,8,44
1169,333962,8,45
1170,333964,9,45
1171,333967,9,44
1172,333969,8,46
1173,333970,8,47
1174,333972,9,47
1175,333975,9,46
1176,333985,10,46
1177,333986,10,47
1178,333988,11,47
1179,333991,11,46
1180,334009,10,44
1181,334010,10,45
1182,334012,11,45
1183,334015,11,44
1184,334089,12,44
1185,334090,12,45
1186,334092,13,45
1187,334095,13,44
1188,334097,12,46
1189,334098,12,47
1190,334100,13,47
1191,334103,13,46
1192,334113,14,46
1193,334114,14,47
1194,334116,15,47
1195,334119,15,46
1196,334137,14,44
1197,334138,14,45
1198,334140,15,45
1199,334143,15,44
1200,334281,12,40
1201,334282,12,41
1202,334284,13,41
1203,334287,13,40
1204,334289,12,42
1205,334290,12,43
1206,334292,13,43
1207,334295,13,42
1208,334305,14,42
1209,334306,14,43
1210,334308,15,43
1211,334311,15,42
1212,334329,14,40
1213,334330,14,41
1214,334332,15,41
1215,334335,15,40
1216,335433,8,32
1217,335434,8,33
1218,335436,9,33
1219,335439,9,32
1220,335441,8,34
1221,335442,8,35
1222,335444,9,35
1223,335447,9,34
1224,335457,10,34
1225,335458,10,35
1226,335460,11,35
1227,335463,11,34
1228,335481,10,32
1229,335482,10,33
1230,335484,11,33
1231,335487,11,32
1232,335497,8,36
1233,335498,8,37
1234,335500,9,37
1235,335503,9,36
1236,335505,8,38
1237,335506,8,39
1238,335508,9,39
1239,335511,9,38
1240,335521,10,38
1241,335522,10,39
1242,335524,11,39
1243,335527,11,38
1244,335545,10,36
1245,335546,10,37
1246,335548,11,37
1247,335551,11,36
1248,335625,12,36
1249,335626,12,37
1250,335628,13,37
1251,335631,13,36
1252,335633,12,38
1253,335634,12,39
1254,335636,13,39
1255,335639,13,38
1256,335649,14,38
1257,335650,14,39
1258,335652,15,39
1259,335655,15,38
1260,335673,14,36
1261,335674,14,37
1262,335676,15,37
1263,335679,15,36
1264,335817,12,32
1265,335818,12,33
1266,335820,13,33
1267,335823,13,32
1268,335825,12,34
1269,335826,12,35
1270,335828,13,35
1271,335831,13,34
1272,335841,14,34
1273,335842,14,35
1274,335844,15,35
1275,335847,15,34
1276,335865,14,32
1277,335866,14,33
1278,335868,15,33
1279,335871,15,32
1280,336457,0,48
1281,336458,0,49
1282,336460,1,49
1283,336463,1,48
1284,336465,0,50
1285,336466,0,51
1286,336468,1,51
1287,336471,1,50
1288,336481,2,50
1289,336482,2,51
1290,336484,3,51
1291,336487,3,50
1292,336505,2,48
1293,336506,2,49
1294,336508,3,49
1295,336511,3,48
1296,336521,0,52
1297,336522,0,53
1298,336524,1,53
1299,336527,1,52
1300,336529,0,54
1301,336530,0,55
1302,336532,1,55
1303,336535,1,54
1304,336545,2,54
1305,336546,2,55
1306,336548,3,55
1307,336551,3,54
1308,336569,2,52
1309,336570,2,53
1310,336572,3,53
1311,336575,3,52
1312,336649,4,52
1313,336650,4,53
1314,336652,5,53
1315,336655,5,52
1316,336657,4,54
1317,336658,4,55
1318,336660,5,55
1319,336663,5,54
1320,336673,6,54
1321,336674,6,55
1322,336676,7,55
1323,336679,7,54
1324,336697,6,52
1325,336698,6,53
1326,336700,7,53
1327,336703,7,52
1328,336841,4,48
1329,336842,4,49
1330,336844,5,49
1331,336847,5,48
1332,336849,4,50
1333,336850,4,51
1334,336852,5,51
1335,336855,5,50
1336,336865,6,50
1337,336866,6,51
1338,336868,7,51
1339,336871,7,50
1340,336889,6,48
1341,336890,6,49
1342,336892,7,49
1343,336895,7,48
1344,336969,0,56
1345,336970,0,57
1346,336972,1,57
1347,336975,1,56
1348,336977,0,58
1349,336978,0,59
1350,336980,1,59
1351,336983,1,58
1352,336993,2,58
1353,336994,2,59
1354,336996,3,59
1355,336999,3,58
1356,337017,2,56
1357,337018,2,57
1358,337020,3,57
1359,337023,3,56
1360,337033,0,60
1361,337034,0,61
1362,337036,1,61
1363,337039,1,60
1364,337041,0,62
1365,337042,0,63
1366,337044,1,63
1367,337047,1,62
1368,337057,2,62
1369,337058,2,63
1370,337060,3,63
1371,337063,3,62
1372,337081,2,60
1373,337082,2,61
1374,337084,3,61
1375,337087,3,60
1376,337161,4,60
1377,337162,4,61
1378,337164,5,61
1379,337167,5,60
1380,337169,4,62
1381,337170,4,63
1382,337172,5,63
1383,337175,5,62
1384,337185,6,62
1385,337186,6,63
1386,337188,7,63
1387,337191,7,62
1388,337209,6,60
1389,337210,6,61
1390,337212,7,61
1391,337215,7,60
1392,337353,4,56
1393,337354,4,57
1394,337356,5,57
1395,337359,5,56
1396,337361,4,58
1397,337362,4,59
1398,337364,5,59
1399,337367,5,58
1400,337377,6,58
1401,337378,6,59
1402,337380,7,59
1403,337383,7,58
1404,337401,6,56
1405,337402,6,57
1406,337404,7,57
1407,337407,7,56
1408,337993,8,56
1409,337994,8,57
1410,337996,9,57
1411,337999,9,56
1412,338001,8,58
1413,338002,8,59
1414,338004,9,59
1415,338007,9,58
1416,338017,10,58
1417,338018,10,59
1418,338020,11,59
1419,338023,11,58
1420,338041,10,56
1421,338042,10,57
1422,338044,11,57
1423,338047,11,56
1424,338057,8,60
1425,338058,8,61
1426,338060,9,61
1427,338063,9,60
1428,338065,8,62
1429,338066,8,63
1430,338068,9,63
1431,338071,9,62
1432,338081,10,62
1433,338082,10,63
1434,338084,11,63
1435,338087,11,62
1436,338105,10,60
1437,338106,10,61
1438,338108,11,61
1439,338111,11,60
1440,338185,12,60
1441,338186,12,61
1442,338188,13,61
1443,338191,13,60
1444,338193,12,62
1445,338194,12,63
1446,338196,13,63
1447,338199,13,62
1448,338209,14,62
1449,338210,14,63
1450,338212,15,63
1451,338215,15,62
1452,338233,14,60
1453,338234,14,61
1454,338236,15,61
1455,338239,15,60
1456,338377,12,56
1457,338378,12,57
1458,338380,13,57
1459,338383,13,56
1460,338385,12,58
1461,338386,12,59
1462,338388,13,59
1463,338391,13,58
1464,338401,14,58
1465,338402,14,59
1466,338404,15,59
1467,338407,15,58
1468,338425,14,56
1469,338426,14,57
1470,338428,15,57
1471,338431,15,56
1472,339529,8,48
1473,339530,8,49
1474,339532,9,49
1475,339535,9,48
1476,339537,8,50
1477,339538,8,51
1478,339540,9,51
1479,339543,9,50
1480,339553,10,50
1481,339554,10,51
1482,339556,11,51
1483,339559,11,50
1484,339577,10,48
1485,339578,10,49
1486,339580,11,49
1487,339583,11,48
1488,339593,8,52
1489,339594,8,53
1490,339596,9,53
1491,339599,9,52
1492,339601,8,54
1493,339602,8,55
1494,339604,9,55
1495,339607,9,54
