index,floretion,x_coord,y_coord,oct
126,1532,7,9,2774
127,1535,7,8,2777
128,2121,8,8,4111
129,2122,8,9,4112
130,2124,9,9,4114
131,2127,9,8,4117
132,2129,8,10,4121
133,2130,8,11,4122
134,2132,9,11,4124
135,2135,9,10,4127
136,2145,10,10,4141
137,2146,10,11,4142
138,2148,11,11,4144
139,2151,11,10,4147
140,2169,10,8,4171
141,2170,10,9,4172
142,2172,11,9,4174
143,2175,11,8,4177
144,2185,8,12,4211
145,2186,8,13,4212
146,2188,9,13,4214
147,2191,9,12,4217
148,2193,8,14,4221
149,2194,8,15,4222
150,2196,9,15,4224
151,2199,9,14,4227
152,2209,10,14,4241
153,2210,10,15,4242
154,2212,11,15,4244
155,2215,11,14,4247
156,2233,10,12,4271
157,2234,10,13,4272
158,2236,11,13,4274
159,2239,11,12,4277
160,2313,12,12,4411
161,2314,12,13,4412
162,2316,13,13,4414
163,2319,13,12,4417
164,2321,12,14,4421
165,2322,12,15,4422
166,2324,13,15,4424
167,2327,13,14,4427
168,2337,14,14,4441
169,2338,14,15,4442
170,2340,15,15,4444
171,2343,15,14,4447
172,2361,14,12,4471
173,2362,14,13,4472
174,2364,15,13,4474
175,2367,15,12,4477
176,2505,12,8,4711
177,2506,12,9,4712
178,2508,13,9,4714
179,2511,13,8,4717
180,2513,12,10,4721
181,2514,12,11,4722
182,2516,13,11,4724
183,2519,13,10,4727
184,2529,14,10,4741
185,2530,14,11,4742
186,2532,15,11,4744
187,2535,15,10,4747
188,2553,14,8,4771
189,2554,14,9,4772
190,2556,15,9,4774
191,2559,15,8,4777
192,3657,8,0,7111
193,3658,8,1,7112
194,3660,9,1,7114
195,3663,9,0,7117
196,3665,8,2,7121
197,3666,8,3,7122
198,3668,9,3,7124
199,3671,9,2,7127
200,3681,10,2,7141
201,3682,10,3,7142
202,3684,11,3,7144
203,3687,11,2,7147
204,3705,10,0,7171
205,3706,10,1,7172
206,3708,11,1,7174
207,3711,11,0,7177
208,3721,8,4,7211
209,3722,8,5,7212
210,3724,9,5,7214
211,3727,9,4,7217
212,3729,8,6,7221
213,3730,8,7,7222
214,3732,9,7,7224
215,3735,9,6,7227
216,3745,10,6,7241
217,3746,10,7,7242
218,3748,11,7,7244
219,3751,11,6,7247
220,3769,10,4,7271
221,3770,10,5,7272
222,3772,11,5,7274
223,3775,11,4,7277
224,3849,12,4,7411
225,3850,12,5,7412
226,3852,13,5,7414
227,3855,13,4,7417
228,3857,12,6,7421
229,3858,12,7,7422
230,3860,13,7,7424
231,3863,13,6,7427
232,3873,14,6,7441
233,3874,14,7,7442
234,3876,15,7,7444
235,3879,15,6,7447
236,3897,14,4,7471
237,3898,14,5,7472
238,3900,15,5,7474
239,3903,15,4,7477
240,4041,12,0,7711
241,4042,12,1,7712
242,4044,13,1,7714
243,4047,13,0,7717
244,4049,12,2,7721
245,4050,12,3,7722
246,4052,13,3,7724
247,4055,13,2,7727
248,4065,14,2,7741
249,4066,14,3,7742
250,4068,15,3,7744
251,4071,15,2,7747
252,4089,14,0,7771
253,4090,14,1,7772
254,4092,15,1,7774
255,4095,15,0,7777
