[  0,  73,   0,   0]
[  0,  74,   0,   4]
[  0,  76,   4,   4]
[  0,  79,   4,   0]
[  0,  81,   0,   2]
[  0,  82,   0,   6]
[  0,  84,   4,   6]
[  0,  87,   4,   2]
[  0,  97,   2,   2]
[  0,  98,   2,   6]
[  0, 100,   6,   6]
[  0, 103,   6,   2]
[  0, 121,   2,   0]
[  0, 122,   2,   4]
[  0, 124,   6,   4]
[  0, 127,   6,   0]
[  0, 137,   0,   1]
[  0, 138,   0,   5]
[  0, 140,   4,   5]
[  0, 143,   4,   1]
[  0, 145,   0,   3]
[  0, 146,   0,   7]
[  0, 148,   4,   7]
[  0, 151,   4,   3]
[  0, 161,   2,   3]
[  0, 162,   2,   7]
[  0, 164,   6,   7]
[  0, 167,   6,   3]
[  0, 185,   2,   1]
[  0, 186,   2,   5]
[  0, 188,   6,   5]
[  0, 191,   6,   1]
[  0, 265,   1,   1]
[  0, 266,   1,   5]
[  0, 268,   5,   5]
[  0, 271,   5,   1]
[  0, 273,   1,   3]
[  0, 274,   1,   7]
[  0, 276,   5,   7]
[  0, 279,   5,   3]
[  0, 289,   3,   3]
[  0, 290,   3,   7]
[  0, 292,   7,   7]
[  0, 295,   7,   3]
[  0, 313,   3,   1]
[  0, 314,   3,   5]
[  0, 316,   7,   5]
[  0, 319,   7,   1]
[  0, 457,   1,   0]
[  0, 458,   1,   4]
[  0, 460,   5,   4]
[  0, 463,   5,   0]
[  0, 465,   1,   2]
[  0, 466,   1,   6]
[  0, 468,   5,   6]
[  0, 471,   5,   2]
[  0, 481,   3,   2]
[  0, 482,   3,   6]
[  0, 484,   7,   6]
[  0, 487,   7,   2]
[  0, 505,   3,   0]
[  0, 506,   3,   4]
[  0, 508,   7,   4]
[  0, 511,   7,   0]
