index,floretion,x_coord,y_coord,oct
0,2396745,0,0,11111111
1,2396746,0,1,11111112
2,2396748,1,1,11111114
3,2396751,1,0,11111117
4,2396753,0,2,11111121
5,2396754,0,3,11111122
6,2396756,1,3,11111124
7,2396759,1,2,11111127
8,2396769,2,2,11111141
9,2396770,2,3,11111142
10,2396772,3,3,11111144
11,2396775,3,2,11111147
12,2396793,2,0,11111171
13,2396794,2,1,11111172
14,2396796,3,1,11111174
15,2396799,3,0,11111177
16,2396809,0,4,11111211
17,2396810,0,5,11111212
18,2396812,1,5,11111214
19,2396815,1,4,11111217
20,2396817,0,6,11111221
21,2396818,0,7,11111222
22,2396820,1,7,11111224
23,2396823,1,6,11111227
24,2396833,2,6,11111241
25,2396834,2,7,11111242
26,2396836,3,7,11111244
27,2396839,3,6,11111247
28,2396857,2,4,11111271
29,2396858,2,5,11111272
30,2396860,3,5,11111274
31,2396863,3,4,11111277
32,2396937,4,4,11111411
33,2396938,4,5,11111412
34,2396940,5,5,11111414
35,2396943,5,4,11111417
36,2396945,4,6,11111421
37,2396946,4,7,11111422
38,2396948,5,7,11111424
39,2396951,5,6,11111427
40,2396961,6,6,11111441
41,2396962,6,7,11111442
42,2396964,7,7,11111444
43,2396967,7,6,11111447
44,2396985,6,4,11111471
45,2396986,6,5,11111472
46,2396988,7,5,11111474
47,2396991,7,4,11111477
48,2397129,4,0,11111711
49,2397130,4,1,11111712
50,2397132,5,1,11111714
51,2397135,5,0,11111717
52,2397137,4,2,11111721
53,2397138,4,3,11111722
54,2397140,5,3,11111724
55,2397143,5,2,11111727
56,2397153,6,2,11111741
57,2397154,6,3,11111742
58,2397156,7,3,11111744
59,2397159,7,2,11111747
60,2397177,6,0,11111771
61,2397178,6,1,11111772
62,2397180,7,1,11111774
63,2397183,7,0,11111777
64,2397257,0,8,11112111
65,2397258,0,9,11112112
66,2397260,1,9,11112114
67,2397263,1,8,11112117
68,2397265,0,10,11112121
69,2397266,0,11,11112122
70,2397268,1,11,11112124
71,2397271,1,10,11112127
72,2397281,2,10,11112141
73,2397282,2,11,11112142
74,2397284,3,11,11112144
75,2397287,3,10,11112147
76,2397305,2,8,11112171
77,2397306,2,9,11112172
78,2397308,3,9,11112174
79,2397311,3,8,11112177
80,2397321,0,12,11112211
81,2397322,0,13,11112212
82,2397324,1,13,11112214
83,2397327,1,12,11112217
84,2397329,0,14,11112221
85,2397330,0,15,11112222
86,2397332,1,15,11112224
87,2397335,1,14,11112227
88,2397345,2,14,11112241
89,2397346,2,15,11112242
90,2397348,3,15,11112244
91,2397351,3,14,11112247
92,2397369,2,12,11112271
93,2397370,2,13,11112272
94,2397372,3,13,11112274
95,2397375,3,12,11112277
96,2397449,4,12,11112411
97,2397450,4,13,11112412
98,2397452,5,13,11112414
99,2397455,5,12,11112417
100,2397457,4,14,11112421
101,2397458,4,15,11112422
102,2397460,5,15,11112424
103,2397463,5,14,11112427
104,2397473,6,14,11112441
105,2397474,6,15,11112442
106,2397476,7,15,11112444
107,2397479,7,14,11112447
108,2397497,6,12,11112471
109,2397498,6,13,11112472
110,2397500,7,13,11112474
111,2397503,7,12,11112477
112,2397641,4,8,11112711
113,2397642,4,9,11112712
114,2397644,5,9,11112714
115,2397647,5,8,11112717
116,2397649,4,10,11112721
117,2397650,4,11,11112722
118,2397652,5,11,11112724
119,2397655,5,10,11112727
120,2397665,6,10,11112741
121,2397666,6,11,11112742
122,2397668,7,11,11112744
123,2397671,7,10,11112747
124,2397689,6,8,11112771
125,2397690,6,9,11112772
126,2397692,7,9,11112774
127,2397695,7,8,11112777
128,2398281,8,8,11114111
129,2398282,8,9,11114112
130,2398284,9,9,11114114
131,2398287,9,8,11114117
132,2398289,8,10,11114121
133,2398290,8,11,11114122
134,2398292,9,11,11114124
135,2398295,9,10,11114127
136,2398305,10,10,11114141
137,2398306,10,11,11114142
138,2398308,11,11,11114144
139,2398311,11,10,11114147
140,2398329,10,8,11114171
141,2398330,10,9,11114172
142,2398332,11,9,11114174
143,2398335,11,8,11114177
144,2398345,8,12,11114211
145,2398346,8,13,11114212
146,2398348,9,13,11114214
147,2398351,9,12,11114217
148,2398353,8,14,11114221
149,2398354,8,15,11114222
150,2398356,9,15,11114224
151,2398359,9,14,11114227
152,2398369,10,14,11114241
153,2398370,10,15,11114242
154,2398372,11,15,11114244
155,2398375,11,14,11114247
156,2398393,10,12,11114271
157,2398394,10,13,11114272
158,2398396,11,13,11114274
159,2398399,11,12,11114277
160,2398473,12,12,11114411
161,2398474,12,13,11114412
162,2398476,13,13,11114414
163,2398479,13,12,11114417
164,2398481,12,14,11114421
165,2398482,12,15,11114422
166,2398484,13,15,11114424
167,2398487,13,14,11114427
168,2398497,14,14,11114441
169,2398498,14,15,11114442
170,2398500,15,15,11114444
171,2398503,15,14,11114447
172,2398521,14,12,11114471
173,2398522,14,13,11114472
174,2398524,15,13,11114474
175,2398527,15,12,11114477
176,2398665,12,8,11114711
177,2398666,12,9,11114712
178,2398668,13,9,11114714
179,2398671,13,8,11114717
180,2398673,12,10,11114721
181,2398674,12,11,11114722
182,2398676,13,11,11114724
183,2398679,13,10,11114727
184,2398689,14,10,11114741
185,2398690,14,11,11114742
186,2398692,15,11,11114744
187,2398695,15,10,11114747
188,2398713,14,8,11114771
189,2398714,14,9,11114772
190,2398716,15,9,11114774
191,2398719,15,8,11114777
192,2399817,8,0,11117111
193,2399818,8,1,11117112
194,2399820,9,1,11117114
195,2399823,9,0,11117117
196,2399825,8,2,11117121
197,2399826,8,3,11117122
198,2399828,9,3,11117124
199,2399831,9,2,11117127
200,2399841,10,2,11117141
201,2399842,10,3,11117142
202,2399844,11,3,11117144
203,2399847,11,2,11117147
204,2399865,10,0,11117171
205,2399866,10,1,11117172
206,2399868,11,1,11117174
207,2399871,11,0,11117177
208,2399881,8,4,11117211
209,2399882,8,5,11117212
210,2399884,9,5,11117214
211,2399887,9,4,11117217
212,2399889,8,6,11117221
213,2399890,8,7,11117222
214,2399892,9,7,11117224
215,2399895,9,6,11117227
216,2399905,10,6,11117241
217,2399906,10,7,11117242
218,2399908,11,7,11117244
219,2399911,11,6,11117247
220,2399929,10,4,11117271
221,2399930,10,5,11117272
222,2399932,11,5,11117274
223,2399935,11,4,11117277
224,2400009,12,4,11117411
225,2400010,12,5,11117412
226,2400012,13,5,11117414
227,2400015,13,4,11117417
228,2400017,12,6,11117421
229,2400018,12,7,11117422
230,2400020,13,7,11117424
231,2400023,13,6,11117427
232,2400033,14,6,11117441
233,2400034,14,7,11117442
234,2400036,15,7,11117444
235,2400039,15,6,11117447
236,2400057,14,4,11117471
237,2400058,14,5,11117472
238,2400060,15,5,11117474
239,2400063,15,4,11117477
240,2400201,12,0,11117711
241,2400202,12,1,11117712
242,2400204,13,1,11117714
243,2400207,13,0,11117717
244,2400209,12,2,11117721
245,2400210,12,3,11117722
246,2400212,13,3,11117724
247,2400215,13,2,11117727
248,2400225,14,2,11117741
249,2400226,14,3,11117742
250,2400228,15,3,11117744
251,2400231,15,2,11117747
252,2400249,14,0,11117771
253,2400250,14,1,11117772
254,2400252,15,1,11117774
255,2400255,15,0,11117777
256,2400841,0,16,11121111
257,2400842,0,17,11121112
258,2400844,1,17,11121114
259,2400847,1,16,11121117
260,2400849,0,18,11121121
261,2400850,0,19,11121122
262,2400852,1,19,11121124
263,2400855,1,18,11121127
264,2400865,2,18,11121141
265,2400866,2,19,11121142
266,2400868,3,19,11121144
267,2400871,3,18,11121147
268,2400889,2,16,11121171
269,2400890,2,17,11121172
270,2400892,3,17,11121174
271,2400895,3,16,11121177
272,2400905,0,20,11121211
273,2400906,0,21,11121212
274,2400908,1,21,11121214
275,2400911,1,20,11121217
276,2400913,0,22,11121221
277,2400914,0,23,11121222
278,2400916,1,23,11121224
279,2400919,1,22,11121227
280,2400929,2,22,11121241
281,2400930,2,23,11121242
282,2400932,3,23,11121244
283,2400935,3,22,11121247
284,2400953,2,20,11121271
285,2400954,2,21,11121272
286,2400956,3,21,11121274
287,2400959,3,20,11121277
288,2401033,4,20,11121411
289,2401034,4,21,11121412
290,2401036,5,21,11121414
291,2401039,5,20,11121417
292,2401041,4,22,11121421
293,2401042,4,23,11121422
294,2401044,5,23,11121424
295,2401047,5,22,11121427
296,2401057,6,22,11121441
297,2401058,6,23,11121442
298,2401060,7,23,11121444
299,2401063,7,22,11121447
300,2401081,6,20,11121471
301,2401082,6,21,11121472
302,2401084,7,21,11121474
303,2401087,7,20,11121477
304,2401225,4,16,11121711
305,2401226,4,17,11121712
306,2401228,5,17,11121714
307,2401231,5,16,11121717
308,2401233,4,18,11121721
309,2401234,4,19,11121722
310,2401236,5,19,11121724
311,2401239,5,18,11121727
312,2401249,6,18,11121741
313,2401250,6,19,11121742
314,2401252,7,19,11121744
315,2401255,7,18,11121747
316,2401273,6,16,11121771
317,2401274,6,17,11121772
318,2401276,7,17,11121774
319,2401279,7,16,11121777
320,2401353,0,24,11122111
321,2401354,0,25,11122112
322,2401356,1,25,11122114
323,2401359,1,24,11122117
324,2401361,0,26,11122121
325,2401362,0,27,11122122
326,2401364,1,27,11122124
327,2401367,1,26,11122127
328,2401377,2,26,11122141
329,2401378,2,27,11122142
330,2401380,3,27,11122144
331,2401383,3,26,11122147
332,2401401,2,24,11122171
333,2401402,2,25,11122172
334,2401404,3,25,11122174
335,2401407,3,24,11122177
336,2401417,0,28,11122211
337,2401418,0,29,11122212
338,2401420,1,29,11122214
339,2401423,1,28,11122217
340,2401425,0,30,11122221
341,2401426,0,31,11122222
342,2401428,1,31,11122224
343,2401431,1,30,11122227
344,2401441,2,30,11122241
345,2401442,2,31,11122242
346,2401444,3,31,11122244
347,2401447,3,30,11122247
348,2401465,2,28,11122271
349,2401466,2,29,11122272
350,2401468,3,29,11122274
351,2401471,3,28,11122277
352,2401545,4,28,11122411
353,2401546,4,29,11122412
354,2401548,5,29,11122414
355,2401551,5,28,11122417
356,2401553,4,30,11122421
357,2401554,4,31,11122422
358,2401556,5,31,11122424
359,2401559,5,30,11122427
360,2401569,6,30,11122441
361,2401570,6,31,11122442
362,2401572,7,31,11122444
363,2401575,7,30,11122447
364,2401593,6,28,11122471
365,2401594,6,29,11122472
366,2401596,7,29,11122474
367,2401599,7,28,11122477
368,2401737,4,24,11122711
369,2401738,4,25,11122712
370,2401740,5,25,11122714
371,2401743,5,24,11122717
372,2401745,4,26,11122721
373,2401746,4,27,11122722
374,2401748,5,27,11122724
375,2401751,5,26,11122727
376,2401761,6,26,11122741
377,2401762,6,27,11122742
378,2401764,7,27,11122744
379,2401767,7,26,11122747
380,2401785,6,24,11122771
381,2401786,6,25,11122772
382,2401788,7,25,11122774
383,2401791,7,24,11122777
384,2402377,8,24,11124111
385,2402378,8,25,11124112
386,2402380,9,25,11124114
387,2402383,9,24,11124117
388,2402385,8,26,11124121
389,2402386,8,27,11124122
390,2402388,9,27,11124124
391,2402391,9,26,11124127
392,2402401,10,26,11124141
393,2402402,10,27,11124142
394,2402404,11,27,11124144
395,2402407,11,26,11124147
396,2402425,10,24,11124171
397,2402426,10,25,11124172
398,2402428,11,25,11124174
399,2402431,11,24,11124177
400,2402441,8,28,11124211
401,2402442,8,29,11124212
402,2402444,9,29,11124214
403,2402447,9,28,11124217
404,2402449,8,30,11124221
405,2402450,8,31,11124222
406,2402452,9,31,11124224
407,2402455,9,30,11124227
408,2402465,10,30,11124241
409,2402466,10,31,11124242
410,2402468,11,31,11124244
411,2402471,11,30,11124247
412,2402489,10,28,11124271
413,2402490,10,29,11124272
414,2402492,11,29,11124274
415,2402495,11,28,11124277
416,2402569,12,28,11124411
417,2402570,12,29,11124412
418,2402572,13,29,11124414
419,2402575,13,28,11124417
420,2402577,12,30,11124421
421,2402578,12,31,11124422
422,2402580,13,31,11124424
423,2402583,13,30,11124427
424,2402593,14,30,11124441
425,2402594,14,31,11124442
426,2402596,15,31,11124444
427,2402599,15,30,11124447
428,2402617,14,28,11124471
429,2402618,14,29,11124472
430,2402620,15,29,11124474
431,2402623,15,28,11124477
432,2402761,12,24,11124711
433,2402762,12,25,11124712
434,2402764,13,25,11124714
435,2402767,13,24,11124717
436,2402769,12,26,11124721
437,2402770,12,27,11124722
438,2402772,13,27,11124724
439,2402775,13,26,11124727
440,2402785,14,26,11124741
441,2402786,14,27,11124742
442,2402788,15,27,11124744
443,2402791,15,26,11124747
444,2402809,14,24,11124771
445,2402810,14,25,11124772
446,2402812,15,25,11124774
447,2402815,15,24,11124777
448,2403913,8,16,11127111
449,2403914,8,17,11127112
450,2403916,9,17,11127114
451,2403919,9,16,11127117
452,2403921,8,18,11127121
453,2403922,8,19,11127122
454,2403924,9,19,11127124
455,2403927,9,18,11127127
456,2403937,10,18,11127141
457,2403938,10,19,11127142
458,2403940,11,19,11127144
459,2403943,11,18,11127147
460,2403961,10,16,11127171
461,2403962,10,17,11127172
462,2403964,11,17,11127174
463,2403967,11,16,11127177
464,2403977,8,20,11127211
465,2403978,8,21,11127212
466,2403980,9,21,11127214
467,2403983,9,20,11127217
468,2403985,8,22,11127221
469,2403986,8,23,11127222
470,2403988,9,23,11127224
471,2403991,9,22,11127227
472,2404001,10,22,11127241
473,2404002,10,23,11127242
474,2404004,11,23,11127244
475,2404007,11,22,11127247
476,2404025,10,20,11127271
477,2404026,10,21,11127272
478,2404028,11,21,11127274
479,2404031,11,20,11127277
480,2404105,12,20,11127411
481,2404106,12,21,11127412
482,2404108,13,21,11127414
483,2404111,13,20,11127417
484,2404113,12,22,11127421
485,2404114,12,23,11127422
486,2404116,13,23,11127424
487,2404119,13,22,11127427
488,2404129,14,22,11127441
489,2404130,14,23,11127442
490,2404132,15,23,11127444
491,2404135,15,22,11127447
492,2404153,14,20,11127471
493,2404154,14,21,11127472
494,2404156,15,21,11127474
495,2404159,15,20,11127477
496,2404297,12,16,11127711
497,2404298,12,17,11127712
498,2404300,13,17,11127714
499,2404303,13,16,11127717
500,2404305,12,18,11127721
501,2404306,12,19,11127722
502,2404308,13,19,11127724
503,2404311,13,18,11127727
504,2404321,14,18,11127741
505,2404322,14,19,11127742
506,2404324,15,19,11127744
507,2404327,15,18,11127747
508,2404345,14,16,11127771
509,2404346,14,17,11127772
510,2404348,15,17,11127774
511,2404351,15,16,11127777
512,2409033,16,16,11141111
513,2409034,16,17,11141112
514,2409036,17,17,11141114
515,2409039,17,16,11141117
516,2409041,16,18,11141121
517,2409042,16,19,11141122
518,2409044,17,19,11141124
519,2409047,17,18,11141127
520,2409057,18,18,11141141
521,2409058,18,19,11141142
522,2409060,19,19,11141144
523,2409063,19,18,11141147
524,2409081,18,16,11141171
525,2409082,18,17,11141172
526,2409084,19,17,11141174
527,2409087,19,16,11141177
528,2409097,16,20,11141211
529,2409098,16,21,11141212
530,2409100,17,21,11141214
531,2409103,17,20,11141217
532,2409105,16,22,11141221
533,2409106,16,23,11141222
534,2409108,17,23,11141224
535,2409111,17,22,11141227
536,2409121,18,22,11141241
537,2409122,18,23,11141242
538,2409124,19,23,11141244
539,2409127,19,22,11141247
540,2409145,18,20,11141271
541,2409146,18,21,11141272
542,2409148,19,21,11141274
543,2409151,19,20,11141277
544,2409225,20,20,11141411
545,2409226,20,21,11141412
546,2409228,21,21,11141414
547,2409231,21,20,11141417
548,2409233,20,22,11141421
549,2409234,20,23,11141422
550,2409236,21,23,11141424
551,2409239,21,22,11141427
552,2409249,22,22,11141441
553,2409250,22,23,11141442
554,2409252,23,23,11141444
555,2409255,23,22,11141447
556,2409273,22,20,11141471
557,2409274,22,21,11141472
558,2409276,23,21,11141474
559,2409279,23,20,11141477
560,2409417,20,16,11141711
561,2409418,20,17,11141712
562,2409420,21,17,11141714
563,2409423,21,16,11141717
564,2409425,20,18,11141721
565,2409426,20,19,11141722
566,2409428,21,19,11141724
567,2409431,21,18,11141727
568,2409441,22,18,11141741
569,2409442,22,19,11141742
570,2409444,23,19,11141744
571,2409447,23,18,11141747
572,2409465,22,16,11141771
573,2409466,22,17,11141772
574,2409468,23,17,11141774
575,2409471,23,16,11141777
576,2409545,16,24,11142111
577,2409546,16,25,11142112
578,2409548,17,25,11142114
579,2409551,17,24,11142117
580,2409553,16,26,11142121
581,2409554,16,27,11142122
582,2409556,17,27,11142124
583,2409559,17,26,11142127
584,2409569,18,26,11142141
585,2409570,18,27,11142142
586,2409572,19,27,11142144
587,2409575,19,26,11142147
588,2409593,18,24,11142171
589,2409594,18,25,11142172
590,2409596,19,25,11142174
591,2409599,19,24,11142177
592,2409609,16,28,11142211
593,2409610,16,29,11142212
594,2409612,17,29,11142214
595,2409615,17,28,11142217
596,2409617,16,30,11142221
597,2409618,16,31,11142222
598,2409620,17,31,11142224
599,2409623,17,30,11142227
600,2409633,18,30,11142241
601,2409634,18,31,11142242
602,2409636,19,31,11142244
603,2409639,19,30,11142247
604,2409657,18,28,11142271
605,2409658,18,29,11142272
606,2409660,19,29,11142274
607,2409663,19,28,11142277
608,2409737,20,28,11142411
609,2409738,20,29,11142412
610,2409740,21,29,11142414
611,2409743,21,28,11142417
612,2409745,20,30,11142421
613,2409746,20,31,11142422
614,2409748,21,31,11142424
615,2409751,21,30,11142427
616,2409761,22,30,11142441
617,2409762,22,31,11142442
618,2409764,23,31,11142444
619,2409767,23,30,11142447
620,2409785,22,28,11142471
621,2409786,22,29,11142472
622,2409788,23,29,11142474
623,2409791,23,28,11142477
624,2409929,20,24,11142711
625,2409930,20,25,11142712
626,2409932,21,25,11142714
627,2409935,21,24,11142717
628,2409937,20,26,11142721
629,2409938,20,27,11142722
630,2409940,21,27,11142724
631,2409943,21,26,11142727
632,2409953,22,26,11142741
633,2409954,22,27,11142742
634,2409956,23,27,11142744
635,2409959,23,26,11142747
636,2409977,22,24,11142771
637,2409978,22,25,11142772
638,2409980,23,25,11142774
639,2409983,23,24,11142777
640,2410569,24,24,11144111
641,2410570,24,25,11144112
642,2410572,25,25,11144114
643,2410575,25,24,11144117
644,2410577,24,26,11144121
645,2410578,24,27,11144122
646,2410580,25,27,11144124
647,2410583,25,26,11144127
648,2410593,26,26,11144141
649,2410594,26,27,11144142
650,2410596,27,27,11144144
651,2410599,27,26,11144147
652,2410617,26,24,11144171
653,2410618,26,25,11144172
654,2410620,27,25,11144174
655,2410623,27,24,11144177
656,2410633,24,28,11144211
657,2410634,24,29,11144212
658,2410636,25,29,11144214
659,2410639,25,28,11144217
660,2410641,24,30,11144221
661,2410642,24,31,11144222
662,2410644,25,31,11144224
663,2410647,25,30,11144227
664,2410657,26,30,11144241
665,2410658,26,31,11144242
666,2410660,27,31,11144244
667,2410663,27,30,11144247
668,2410681,26,28,11144271
669,2410682,26,29,11144272
670,2410684,27,29,11144274
671,2410687,27,28,11144277
672,2410761,28,28,11144411
673,2410762,28,29,11144412
674,2410764,29,29,11144414
675,2410767,29,28,11144417
676,2410769,28,30,11144421
677,2410770,28,31,11144422
678,2410772,29,31,11144424
679,2410775,29,30,11144427
680,2410785,30,30,11144441
681,2410786,30,31,11144442
682,2410788,31,31,11144444
683,2410791,31,30,11144447
684,2410809,30,28,11144471
685,2410810,30,29,11144472
686,2410812,31,29,11144474
687,2410815,31,28,11144477
688,2410953,28,24,11144711
689,2410954,28,25,11144712
690,2410956,29,25,11144714
691,2410959,29,24,11144717
692,2410961,28,26,11144721
693,2410962,28,27,11144722
694,2410964,29,27,11144724
695,2410967,29,26,11144727
696,2410977,30,26,11144741
697,2410978,30,27,11144742
698,2410980,31,27,11144744
699,2410983,31,26,11144747
700,2411001,30,24,11144771
701,2411002,30,25,11144772
702,2411004,31,25,11144774
703,2411007,31,24,11144777
704,2412105,24,16,11147111
705,2412106,24,17,11147112
706,2412108,25,17,11147114
707,2412111,25,16,11147117
708,2412113,24,18,11147121
709,2412114,24,19,11147122
710,2412116,25,19,11147124
711,2412119,25,18,11147127
712,2412129,26,18,11147141
713,2412130,26,19,11147142
714,2412132,27,19,11147144
715,2412135,27,18,11147147
716,2412153,26,16,11147171
717,2412154,26,17,11147172
718,2412156,27,17,11147174
719,2412159,27,16,11147177
720,2412169,24,20,11147211
721,2412170,24,21,11147212
722,2412172,25,21,11147214
723,2412175,25,20,11147217
724,2412177,24,22,11147221
725,2412178,24,23,11147222
726,2412180,25,23,11147224
727,2412183,25,22,11147227
728,2412193,26,22,11147241
729,2412194,26,23,11147242
730,2412196,27,23,11147244
731,2412199,27,22,11147247
732,2412217,26,20,11147271
733,2412218,26,21,11147272
734,2412220,27,21,11147274
735,2412223,27,20,11147277
736,2412297,28,20,11147411
737,2412298,28,21,11147412
738,2412300,29,21,11147414
739,2412303,29,20,11147417
740,2412305,28,22,11147421
741,2412306,28,23,11147422
742,2412308,29,23,11147424
743,2412311,29,22,11147427
744,2412321,30,22,11147441
745,2412322,30,23,11147442
746,2412324,31,23,11147444
747,2412327,31,22,11147447
748,2412345,30,20,11147471
749,2412346,30,21,11147472
750,2412348,31,21,11147474
751,2412351,31,20,11147477
752,2412489,28,16,11147711
753,2412490,28,17,11147712
754,2412492,29,17,11147714
755,2412495,29,16,11147717
756,2412497,28,18,11147721
757,2412498,28,19,11147722
758,2412500,29,19,11147724
759,2412503,29,18,11147727
760,2412513,30,18,11147741
761,2412514,30,19,11147742
762,2412516,31,19,11147744
763,2412519,31,18,11147747
764,2412537,30,16,11147771
765,2412538,30,17,11147772
766,2412540,31,17,11147774
767,2412543,31,16,11147777
768,2421321,16,0,11171111
769,2421322,16,1,11171112
770,2421324,17,1,11171114
771,2421327,17,0,11171117
772,2421329,16,2,11171121
773,2421330,16,3,11171122
774,2421332,17,3,11171124
775,2421335,17,2,11171127
776,2421345,18,2,11171141
777,2421346,18,3,11171142
778,2421348,19,3,11171144
779,2421351,19,2,11171147
780,2421369,18,0,11171171
781,2421370,18,1,11171172
782,2421372,19,1,11171174
783,2421375,19,0,11171177
784,2421385,16,4,11171211
785,2421386,16,5,11171212
786,2421388,17,5,11171214
787,2421391,17,4,11171217
788,2421393,16,6,11171221
789,2421394,16,7,11171222
790,2421396,17,7,11171224
791,2421399,17,6,11171227
792,2421409,18,6,11171241
793,2421410,18,7,11171242
794,2421412,19,7,11171244
795,2421415,19,6,11171247
796,2421433,18,4,11171271
797,2421434,18,5,11171272
798,2421436,19,5,11171274
799,2421439,19,4,11171277
800,2421513,20,4,11171411
801,2421514,20,5,11171412
802,2421516,21,5,11171414
803,2421519,21,4,11171417
804,2421521,20,6,11171421
805,2421522,20,7,11171422
806,2421524,21,7,11171424
807,2421527,21,6,11171427
808,2421537,22,6,11171441
809,2421538,22,7,11171442
810,2421540,23,7,11171444
811,2421543,23,6,11171447
812,2421561,22,4,11171471
813,2421562,22,5,11171472
814,2421564,23,5,11171474
815,2421567,23,4,11171477
816,2421705,20,0,11171711
817,2421706,20,1,11171712
818,2421708,21,1,11171714
819,2421711,21,0,11171717
820,2421713,20,2,11171721
821,2421714,20,3,11171722
822,2421716,21,3,11171724
823,2421719,21,2,11171727
824,2421729,22,2,11171741
825,2421730,22,3,11171742
826,2421732,23,3,11171744
827,2421735,23,2,11171747
828,2421753,22,0,11171771
829,2421754,22,1,11171772
830,2421756,23,1,11171774
831,2421759,23,0,11171777
832,2421833,16,8,11172111
833,2421834,16,9,11172112
834,2421836,17,9,11172114
835,2421839,17,8,11172117
836,2421841,16,10,11172121
837,2421842,16,11,11172122
838,2421844,17,11,11172124
839,2421847,17,10,11172127
840,2421857,18,10,11172141
841,2421858,18,11,11172142
842,2421860,19,11,11172144
843,2421863,19,10,11172147
844,2421881,18,8,11172171
845,2421882,18,9,11172172
846,2421884,19,9,11172174
847,2421887,19,8,11172177
848,2421897,16,12,11172211
849,2421898,16,13,11172212
850,2421900,17,13,11172214
851,2421903,17,12,11172217
852,2421905,16,14,11172221
853,2421906,16,15,11172222
854,2421908,17,15,11172224
855,2421911,17,14,11172227
856,2421921,18,14,11172241
857,2421922,18,15,11172242
858,2421924,19,15,11172244
859,2421927,19,14,11172247
860,2421945,18,12,11172271
861,2421946,18,13,11172272
862,2421948,19,13,11172274
863,2421951,19,12,11172277
864,2422025,20,12,11172411
865,2422026,20,13,11172412
866,2422028,21,13,11172414
867,2422031,21,12,11172417
868,2422033,20,14,11172421
869,2422034,20,15,11172422
870,2422036,21,15,11172424
871,2422039,21,14,11172427
872,2422049,22,14,11172441
873,2422050,22,15,11172442
874,2422052,23,15,11172444
875,2422055,23,14,11172447
876,2422073,22,12,11172471
877,2422074,22,13,11172472
878,2422076,23,13,11172474
879,2422079,23,12,11172477
880,2422217,20,8,11172711
881,2422218,20,9,11172712
882,2422220,21,9,11172714
883,2422223,21,8,11172717
884,2422225,20,10,11172721
885,2422226,20,11,11172722
886,2422228,21,11,11172724
887,2422231,21,10,11172727
888,2422241,22,10,11172741
889,2422242,22,11,11172742
890,2422244,23,11,11172744
891,2422247,23,10,11172747
892,2422265,22,8,11172771
893,2422266,22,9,11172772
894,2422268,23,9,11172774
895,2422271,23,8,11172777
896,2422857,24,8,11174111
897,2422858,24,9,11174112
898,2422860,25,9,11174114
899,2422863,25,8,11174117
900,2422865,24,10,11174121
901,2422866,24,11,11174122
902,2422868,25,11,11174124
903,2422871,25,10,11174127
904,2422881,26,10,11174141
905,2422882,26,11,11174142
906,2422884,27,11,11174144
907,2422887,27,10,11174147
908,2422905,26,8,11174171
909,2422906,26,9,11174172
910,2422908,27,9,11174174
911,2422911,27,8,11174177
912,2422921,24,12,11174211
913,2422922,24,13,11174212
914,2422924,25,13,11174214
915,2422927,25,12,11174217
916,2422929,24,14,11174221
917,2422930,24,15,11174222
918,2422932,25,15,11174224
919,2422935,25,14,11174227
920,2422945,26,14,11174241
921,2422946,26,15,11174242
922,2422948,27,15,11174244
923,2422951,27,14,11174247
924,2422969,26,12,11174271
925,2422970,26,13,11174272
926,2422972,27,13,11174274
927,2422975,27,12,11174277
928,2423049,28,12,11174411
929,2423050,28,13,11174412
930,2423052,29,13,11174414
931,2423055,29,12,11174417
932,2423057,28,14,11174421
933,2423058,28,15,11174422
934,2423060,29,15,11174424
935,2423063,29,14,11174427
936,2423073,30,14,11174441
937,2423074,30,15,11174442
938,2423076,31,15,11174444
939,2423079,31,14,11174447
940,2423097,30,12,11174471
941,2423098,30,13,11174472
942,2423100,31,13,11174474
943,2423103,31,12,11174477
944,2423241,28,8,11174711
945,2423242,28,9,11174712
946,2423244,29,9,11174714
947,2423247,29,8,11174717
948,2423249,28,10,11174721
949,2423250,28,11,11174722
950,2423252,29,11,11174724
951,2423255,29,10,11174727
952,2423265,30,10,11174741
953,2423266,30,11,11174742
954,2423268,31,11,11174744
955,2423271,31,10,11174747
956,2423289,30,8,11174771
957,2423290,30,9,11174772
958,2423292,31,9,11174774
959,2423295,31,8,11174777
960,2424393,24,0,11177111
961,2424394,24,1,11177112
962,2424396,25,1,11177114
963,2424399,25,0,11177117
964,2424401,24,2,11177121
965,2424402,24,3,11177122
966,2424404,25,3,11177124
967,2424407,25,2,11177127
968,2424417,26,2,11177141
969,2424418,26,3,11177142
970,2424420,27,3,11177144
971,2424423,27,2,11177147
972,2424441,26,0,11177171
973,2424442,26,1,11177172
974,2424444,27,1,11177174
975,2424447,27,0,11177177
976,2424457,24,4,11177211
977,2424458,24,5,11177212
978,2424460,25,5,11177214
979,2424463,25,4,11177217
980,2424465,24,6,11177221
981,2424466,24,7,11177222
982,2424468,25,7,11177224
983,2424471,25,6,11177227
984,2424481,26,6,11177241
985,2424482,26,7,11177242
986,2424484,27,7,11177244
987,2424487,27,6,11177247
988,2424505,26,4,11177271
989,2424506,26,5,11177272
990,2424508,27,5,11177274
991,2424511,27,4,11177277
992,2424585,28,4,11177411
993,2424586,28,5,11177412
994,2424588,29,5,11177414
995,2424591,29,4,11177417
996,2424593,28,6,11177421
997,2424594,28,7,11177422
