index,floretion,x_coord,y_coord,oct
281,41634,2,23,121242
282,41636,3,23,121244
283,41639,3,22,121247
284,41657,2,20,121271
285,41658,2,21,121272
286,41660,3,21,121274
287,41663,3,20,121277
288,41737,4,20,121411
289,41738,4,21,121412
290,41740,5,21,121414
291,41743,5,20,121417
292,41745,4,22,121421
293,41746,4,23,121422
294,41748,5,23,121424
295,41751,5,22,121427
296,41761,6,22,121441
297,41762,6,23,121442
298,41764,7,23,121444
299,41767,7,22,121447
300,41785,6,20,121471
301,41786,6,21,121472
302,41788,7,21,121474
303,41791,7,20,121477
304,41929,4,16,121711
305,41930,4,17,121712
306,41932,5,17,121714
307,41935,5,16,121717
308,41937,4,18,121721
309,41938,4,19,121722
310,41940,5,19,121724
311,41943,5,18,121727
312,41953,6,18,121741
313,41954,6,19,121742
314,41956,7,19,121744
315,41959,7,18,121747
316,41977,6,16,121771
317,41978,6,17,121772
318,41980,7,17,121774
319,41983,7,16,121777
320,42057,0,24,122111
321,42058,0,25,122112
322,42060,1,25,122114
323,42063,1,24,122117
324,42065,0,26,122121
325,42066,0,27,122122
326,42068,1,27,122124
327,42071,1,26,122127
328,42081,2,26,122141
329,42082,2,27,122142
330,42084,3,27,122144
331,42087,3,26,122147
332,42105,2,24,122171
333,42106,2,25,122172
334,42108,3,25,122174
335,42111,3,24,122177
336,42121,0,28,122211
337,42122,0,29,122212
338,42124,1,29,122214
339,42127,1,28,122217
340,42129,0,30,122221
341,42130,0,31,122222
342,42132,1,31,122224
343,42135,1,30,122227
344,42145,2,30,122241
345,42146,2,31,122242
346,42148,3,31,122244
347,42151,3,30,122247
348,42169,2,28,122271
349,42170,2,29,122272
350,42172,3,29,122274
351,42175,3,28,122277
352,42249,4,28,122411
353,42250,4,29,122412
354,42252,5,29,122414
355,42255,5,28,122417
356,42257,4,30,122421
357,42258,4,31,122422
358,42260,5,31,122424
359,42263,5,30,122427
360,42273,6,30,122441
361,42274,6,31,122442
362,42276,7,31,122444
363,42279,7,30,122447
364,42297,6,28,122471
365,42298,6,29,122472
366,42300,7,29,122474
367,42303,7,28,122477
368,42441,4,24,122711
369,42442,4,25,122712
370,42444,5,25,122714
371,42447,5,24,122717
372,42449,4,26,122721
373,42450,4,27,122722
374,42452,5,27,122724
375,42455,5,26,122727
376,42465,6,26,122741
377,42466,6,27,122742
378,42468,7,27,122744
379,42471,7,26,122747
380,42489,6,24,122771
381,42490,6,25,122772
382,42492,7,25,122774
383,42495,7,24,122777
384,43081,8,24,124111
385,43082,8,25,124112
386,43084,9,25,124114
387,43087,9,24,124117
388,43089,8,26,124121
389,43090,8,27,124122
390,43092,9,27,124124
391,43095,9,26,124127
392,43105,10,26,124141
393,43106,10,27,124142
394,43108,11,27,124144
395,43111,11,26,124147
396,43129,10,24,124171
397,43130,10,25,124172
398,43132,11,25,124174
399,43135,11,24,124177
400,43145,8,28,124211
401,43146,8,29,124212
402,43148,9,29,124214
403,43151,9,28,124217
404,43153,8,30,124221
405,43154,8,31,124222
406,43156,9,31,124224
407,43159,9,30,124227
408,43169,10,30,124241
409,43170,10,31,124242
410,43172,11,31,124244
411,43175,11,30,124247
412,43193,10,28,124271
413,43194,10,29,124272
414,43196,11,29,124274
415,43199,11,28,124277
416,43273,12,28,124411
417,43274,12,29,124412
418,43276,13,29,124414
419,43279,13,28,124417
420,43281,12,30,124421
421,43282,12,31,124422
422,43284,13,31,124424
423,43287,13,30,124427
424,43297,14,30,124441
425,43298,14,31,124442
426,43300,15,31,124444
427,43303,15,30,124447
428,43321,14,28,124471
429,43322,14,29,124472
430,43324,15,29,124474
431,43327,15,28,124477
432,43465,12,24,124711
433,43466,12,25,124712
434,43468,13,25,124714
435,43471,13,24,124717
436,43473,12,26,124721
437,43474,12,27,124722
438,43476,13,27,124724
439,43479,13,26,124727
440,43489,14,26,124741
441,43490,14,27,124742
442,43492,15,27,124744
443,43495,15,26,124747
444,43513,14,24,124771
445,43514,14,25,124772
446,43516,15,25,124774
447,43519,15,24,124777
448,44617,8,16,127111
449,44618,8,17,127112
450,44620,9,17,127114
451,44623,9,16,127117
452,44625,8,18,127121
453,44626,8,19,127122
454,44628,9,19,127124
455,44631,9,18,127127
456,44641,10,18,127141
457,44642,10,19,127142
458,44644,11,19,127144
459,44647,11,18,127147
460,44665,10,16,127171
461,44666,10,17,127172
462,44668,11,17,127174
463,44671,11,16,127177
464,44681,8,20,127211
465,44682,8,21,127212
466,44684,9,21,127214
467,44687,9,20,127217
468,44689,8,22,127221
469,44690,8,23,127222
470,44692,9,23,127224
471,44695,9,22,127227
472,44705,10,22,127241
473,44706,10,23,127242
474,44708,11,23,127244
475,44711,11,22,127247
476,44729,10,20,127271
477,44730,10,21,127272
478,44732,11,21,127274
479,44735,11,20,127277
480,44809,12,20,127411
481,44810,12,21,127412
482,44812,13,21,127414
483,44815,13,20,127417
484,44817,12,22,127421
485,44818,12,23,127422
486,44820,13,23,127424
487,44823,13,22,127427
488,44833,14,22,127441
489,44834,14,23,127442
490,44836,15,23,127444
491,44839,15,22,127447
492,44857,14,20,127471
493,44858,14,21,127472
494,44860,15,21,127474
495,44863,15,20,127477
496,45001,12,16,127711
497,45002,12,17,127712
498,45004,13,17,127714
499,45007,13,16,127717
500,45009,12,18,127721
501,45010,12,19,127722
502,45012,13,19,127724
503,45015,13,18,127727
504,45025,14,18,127741
505,45026,14,19,127742
506,45028,15,19,127744
507,45031,15,18,127747
508,45049,14,16,127771
509,45050,14,17,127772
510,45052,15,17,127774
511,45055,15,16,127777
512,49737,16,16,141111
513,49738,16,17,141112
514,49740,17,17,141114
515,49743,17,16,141117
516,49745,16,18,141121
517,49746,16,19,141122
518,49748,17,19,141124
519,49751,17,18,141127
520,49761,18,18,141141
521,49762,18,19,141142
522,49764,19,19,141144
523,49767,19,18,141147
524,49785,18,16,141171
525,49786,18,17,141172
526,49788,19,17,141174
527,49791,19,16,141177
528,49801,16,20,141211
529,49802,16,21,141212
530,49804,17,21,141214
531,49807,17,20,141217
532,49809,16,22,141221
533,49810,16,23,141222
534,49812,17,23,141224
535,49815,17,22,141227
536,49825,18,22,141241
537,49826,18,23,141242
538,49828,19,23,141244
539,49831,19,22,141247
540,49849,18,20,141271
541,49850,18,21,141272
542,49852,19,21,141274
543,49855,19,20,141277
544,49929,20,20,141411
545,49930,20,21,141412
546,49932,21,21,141414
547,49935,21,20,141417
548,49937,20,22,141421
549,49938,20,23,141422
550,49940,21,23,141424
551,49943,21,22,141427
552,49953,22,22,141441
553,49954,22,23,141442
554,49956,23,23,141444
555,49959,23,22,141447
556,49977,22,20,141471
557,49978,22,21,141472
558,49980,23,21,141474
559,49983,23,20,141477
560,50121,20,16,141711
561,50122,20,17,141712
562,50124,21,17,141714
563,50127,21,16,141717
564,50129,20,18,141721
565,50130,20,19,141722
566,50132,21,19,141724
567,50135,21,18,141727
568,50145,22,18,141741
569,50146,22,19,141742
570,50148,23,19,141744
571,50151,23,18,141747
572,50169,22,16,141771
573,50170,22,17,141772
574,50172,23,17,141774
575,50175,23,16,141777
576,50249,16,24,142111
577,50250,16,25,142112
578,50252,17,25,142114
579,50255,17,24,142117
580,50257,16,26,142121
581,50258,16,27,142122
582,50260,17,27,142124
583,50263,17,26,142127
584,50273,18,26,142141
585,50274,18,27,142142
586,50276,19,27,142144
587,50279,19,26,142147
588,50297,18,24,142171
589,50298,18,25,142172
590,50300,19,25,142174
591,50303,19,24,142177
592,50313,16,28,142211
593,50314,16,29,142212
594,50316,17,29,142214
595,50319,17,28,142217
596,50321,16,30,142221
597,50322,16,31,142222
598,50324,17,31,142224
599,50327,17,30,142227
600,50337,18,30,142241
601,50338,18,31,142242
602,50340,19,31,142244
603,50343,19,30,142247
604,50361,18,28,142271
605,50362,18,29,142272
606,50364,19,29,142274
607,50367,19,28,142277
608,50441,20,28,142411
609,50442,20,29,142412
610,50444,21,29,142414
611,50447,21,28,142417
612,50449,20,30,142421
613,50450,20,31,142422
614,50452,21,31,142424
615,50455,21,30,142427
616,50465,22,30,142441
617,50466,22,31,142442
618,50468,23,31,142444
619,50471,23,30,142447
620,50489,22,28,142471
621,50490,22,29,142472
622,50492,23,29,142474
623,50495,23,28,142477
624,50633,20,24,142711
625,50634,20,25,142712
626,50636,21,25,142714
627,50639,21,24,142717
628,50641,20,26,142721
629,50642,20,27,142722
630,50644,21,27,142724
631,50647,21,26,142727
632,50657,22,26,142741
633,50658,22,27,142742
634,50660,23,27,142744
635,50663,23,26,142747
636,50681,22,24,142771
637,50682,22,25,142772
638,50684,23,25,142774
639,50687,23,24,142777
640,51273,24,24,144111
641,51274,24,25,144112
642,51276,25,25,144114
643,51279,25,24,144117
644,51281,24,26,144121
645,51282,24,27,144122
646,51284,25,27,144124
647,51287,25,26,144127
648,51297,26,26,144141
649,51298,26,27,144142
650,51300,27,27,144144
651,51303,27,26,144147
652,51321,26,24,144171
653,51322,26,25,144172
654,51324,27,25,144174
655,51327,27,24,144177
656,51337,24,28,144211
657,51338,24,29,144212
658,51340,25,29,144214
659,51343,25,28,144217
660,51345,24,30,144221
661,51346,24,31,144222
662,51348,25,31,144224
663,51351,25,30,144227
664,51361,26,30,144241
665,51362,26,31,144242
666,51364,27,31,144244
667,51367,27,30,144247
668,51385,26,28,144271
669,51386,26,29,144272
670,51388,27,29,144274
671,51391,27,28,144277
672,51465,28,28,144411
673,51466,28,29,144412
674,51468,29,29,144414
675,51471,29,28,144417
676,51473,28,30,144421
677,51474,28,31,144422
678,51476,29,31,144424
679,51479,29,30,144427
680,51489,30,30,144441
681,51490,30,31,144442
682,51492,31,31,144444
683,51495,31,30,144447
684,51513,30,28,144471
685,51514,30,29,144472
686,51516,31,29,144474
687,51519,31,28,144477
688,51657,28,24,144711
689,51658,28,25,144712
690,51660,29,25,144714
691,51663,29,24,144717
692,51665,28,26,144721
693,51666,28,27,144722
694,51668,29,27,144724
695,51671,29,26,144727
696,51681,30,26,144741
697,51682,30,27,144742
698,51684,31,27,144744
699,51687,31,26,144747
700,51705,30,24,144771
701,51706,30,25,144772
702,51708,31,25,144774
703,51711,31,24,144777
704,52809,24,16,147111
705,52810,24,17,147112
706,52812,25,17,147114
707,52815,25,16,147117
708,52817,24,18,147121
709,52818,24,19,147122
710,52820,25,19,147124
711,52823,25,18,147127
712,52833,26,18,147141
713,52834,26,19,147142
714,52836,27,19,147144
715,52839,27,18,147147
716,52857,26,16,147171
717,52858,26,17,147172
718,52860,27,17,147174
719,52863,27,16,147177
720,52873,24,20,147211
721,52874,24,21,147212
722,52876,25,21,147214
723,52879,25,20,147217
724,52881,24,22,147221
725,52882,24,23,147222
726,52884,25,23,147224
727,52887,25,22,147227
728,52897,26,22,147241
729,52898,26,23,147242
730,52900,27,23,147244
731,52903,27,22,147247
732,52921,26,20,147271
733,52922,26,21,147272
734,52924,27,21,147274
735,52927,27,20,147277
736,53001,28,20,147411
737,53002,28,21,147412
738,53004,29,21,147414
739,53007,29,20,147417
740,53009,28,22,147421
741,53010,28,23,147422
742,53012,29,23,147424
743,53015,29,22,147427
744,53025,30,22,147441
745,53026,30,23,147442
746,53028,31,23,147444
747,53031,31,22,147447
748,53049,30,20,147471
749,53050,30,21,147472
750,53052,31,21,147474
751,53055,31,20,147477
752,53193,28,16,147711
753,53194,28,17,147712
754,53196,29,17,147714
755,53199,29,16,147717
756,53201,28,18,147721
757,53202,28,19,147722
758,53204,29,19,147724
759,53207,29,18,147727
760,53217,30,18,147741
761,53218,30,19,147742
762,53220,31,19,147744
763,53223,31,18,147747
764,53241,30,16,147771
765,53242,30,17,147772
766,53244,31,17,147774
767,53247,31,16,147777
768,62025,16,0,171111
769,62026,16,1,171112
770,62028,17,1,171114
771,62031,17,0,171117
772,62033,16,2,171121
773,62034,16,3,171122
774,62036,17,3,171124
775,62039,17,2,171127
776,62049,18,2,171141
777,62050,18,3,171142
778,62052,19,3,171144
779,62055,19,2,171147
780,62073,18,0,171171
781,62074,18,1,171172
782,62076,19,1,171174
783,62079,19,0,171177
784,62089,16,4,171211
785,62090,16,5,171212
786,62092,17,5,171214
787,62095,17,4,171217
788,62097,16,6,171221
789,62098,16,7,171222
790,62100,17,7,171224
791,62103,17,6,171227
792,62113,18,6,171241
793,62114,18,7,171242
794,62116,19,7,171244
795,62119,19,6,171247
796,62137,18,4,171271
797,62138,18,5,171272
798,62140,19,5,171274
799,62143,19,4,171277
800,62217,20,4,171411
801,62218,20,5,171412
802,62220,21,5,171414
803,62223,21,4,171417
804,62225,20,6,171421
805,62226,20,7,171422
806,62228,21,7,171424
807,62231,21,6,171427
808,62241,22,6,171441
809,62242,22,7,171442
810,62244,23,7,171444
811,62247,23,6,171447
812,62265,22,4,171471
813,62266,22,5,171472
814,62268,23,5,171474
815,62271,23,4,171477
816,62409,20,0,171711
817,62410,20,1,171712
818,62412,21,1,171714
819,62415,21,0,171717
820,62417,20,2,171721
821,62418,20,3,171722
822,62420,21,3,171724
823,62423,21,2,171727
824,62433,22,2,171741
825,62434,22,3,171742
826,62436,23,3,171744
827,62439,23,2,171747
828,62457,22,0,171771
829,62458,22,1,171772
830,62460,23,1,171774
831,62463,23,0,171777
832,62537,16,8,172111
833,62538,16,9,172112
834,62540,17,9,172114
835,62543,17,8,172117
836,62545,16,10,172121
837,62546,16,11,172122
838,62548,17,11,172124
839,62551,17,10,172127
840,62561,18,10,172141
841,62562,18,11,172142
842,62564,19,11,172144
843,62567,19,10,172147
844,62585,18,8,172171
845,62586,18,9,172172
846,62588,19,9,172174
847,62591,19,8,172177
848,62601,16,12,172211
849,62602,16,13,172212
850,62604,17,13,172214
851,62607,17,12,172217
852,62609,16,14,172221
853,62610,16,15,172222
854,62612,17,15,172224
855,62615,17,14,172227
856,62625,18,14,172241
857,62626,18,15,172242
858,62628,19,15,172244
859,62631,19,14,172247
860,62649,18,12,172271
861,62650,18,13,172272
862,62652,19,13,172274
863,62655,19,12,172277
864,62729,20,12,172411
865,62730,20,13,172412
866,62732,21,13,172414
867,62735,21,12,172417
868,62737,20,14,172421
869,62738,20,15,172422
870,62740,21,15,172424
871,62743,21,14,172427
872,62753,22,14,172441
873,62754,22,15,172442
874,62756,23,15,172444
875,62759,23,14,172447
876,62777,22,12,172471
877,62778,22,13,172472
878,62780,23,13,172474
879,62783,23,12,172477
880,62921,20,8,172711
881,62922,20,9,172712
882,62924,21,9,172714
883,62927,21,8,172717
884,62929,20,10,172721
885,62930,20,11,172722
886,62932,21,11,172724
887,62935,21,10,172727
888,62945,22,10,172741
889,62946,22,11,172742
890,62948,23,11,172744
891,62951,23,10,172747
892,62969,22,8,172771
893,62970,22,9,172772
894,62972,23,9,172774
895,62975,23,8,172777
896,63561,24,8,174111
897,63562,24,9,174112
898,63564,25,9,174114
899,63567,25,8,174117
900,63569,24,10,174121
901,63570,24,11,174122
902,63572,25,11,174124
903,63575,25,10,174127
904,63585,26,10,174141
905,63586,26,11,174142
906,63588,27,11,174144
907,63591,27,10,174147
908,63609,26,8,174171
909,63610,26,9,174172
910,63612,27,9,174174
911,63615,27,8,174177
912,63625,24,12,174211
913,63626,24,13,174212
914,63628,25,13,174214
915,63631,25,12,174217
916,63633,24,14,174221
917,63634,24,15,174222
918,63636,25,15,174224
919,63639,25,14,174227
920,63649,26,14,174241
921,63650,26,15,174242
922,63652,27,15,174244
923,63655,27,14,174247
924,63673,26,12,174271
925,63674,26,13,174272
926,63676,27,13,174274
927,63679,27,12,174277
928,63753,28,12,174411
929,63754,28,13,174412
930,63756,29,13,174414
931,63759,29,12,174417
932,63761,28,14,174421
933,63762,28,15,174422
934,63764,29,15,174424
935,63767,29,14,174427
936,63777,30,14,174441
937,63778,30,15,174442
938,63780,31,15,174444
939,63783,31,14,174447
940,63801,30,12,174471
941,63802,30,13,174472
942,63804,31,13,174474
943,63807,31,12,174477
944,63945,28,8,174711
945,63946,28,9,174712
946,63948,29,9,174714
947,63951,29,8,174717
948,63953,28,10,174721
949,63954,28,11,174722
950,63956,29,11,174724
951,63959,29,10,174727
952,63969,30,10,174741
953,63970,30,11,174742
954,63972,31,11,174744
955,63975,31,10,174747
956,63993,30,8,174771
957,63994,30,9,174772
958,63996,31,9,174774
959,63999,31,8,174777
960,65097,24,0,177111
961,65098,24,1,177112
962,65100,25,1,177114
963,65103,25,0,177117
964,65105,24,2,177121
965,65106,24,3,177122
966,65108,25,3,177124
967,65111,25,2,177127
968,65121,26,2,177141
969,65122,26,3,177142
970,65124,27,3,177144
971,65127,27,2,177147
972,65145,26,0,177171
973,65146,26,1,177172
974,65148,27,1,177174
975,65151,27,0,177177
976,65161,24,4,177211
977,65162,24,5,177212
978,65164,25,5,177214
979,65167,25,4,177217
980,65169,24,6,177221
981,65170,24,7,177222
982,65172,25,7,177224
983,65175,25,6,177227
984,65185,26,6,177241
985,65186,26,7,177242
986,65188,27,7,177244
987,65191,27,6,177247
988,65209,26,4,177271
989,65210,26,5,177272
990,65212,27,5,177274
991,65215,27,4,177277
992,65289,28,4,177411
993,65290,28,5,177412
994,65292,29,5,177414
995,65295,29,4,177417
996,65297,28,6,177421
997,65298,28,7,177422
998,65300,29,7,177424
999,65303,29,6,177427
1000,65313,30,6,177441
1001,65314,30,7,177442
1002,65316,31,7,177444
1003,65319,31,6,177447
1004,65337,30,4,177471
1005,65338,30,5,177472
1006,65340,31,5,177474
1007,65343,31,4,177477
1008,65481,28,0,177711
1009,65482,28,1,177712
1010,65484,29,1,177714
1011,65487,29,0,177717
1012,65489,28,2,177721
1013,65490,28,3,177722
1014,65492,29,3,177724
1015,65495,29,2,177727
1016,65505,30,2,177741
1017,65506,30,3,177742
1018,65508,31,3,177744
1019,65511,31,2,177747
1020,65529,30,0,177771
1021,65530,30,1,177772
1022,65532,31,1,177774
1023,65535,31,0,177777
1024,70217,0,32,211111
1025,70218,0,33,211112
1026,70220,1,33,211114
1027,70223,1,32,211117
1028,70225,0,34,211121
1029,70226,0,35,211122
1030,70228,1,35,211124
1031,70231,1,34,211127
1032,70241,2,34,211141
1033,70242,2,35,211142
1034,70244,3,35,211144
1035,70247,3,34,211147
1036,70265,2,32,211171
1037,70266,2,33,211172
1038,70268,3,33,211174
1039,70271,3,32,211177
1040,70281,0,36,211211
1041,70282,0,37,211212
1042,70284,1,37,211214
1043,70287,1,36,211217
1044,70289,0,38,211221
1045,70290,0,39,211222
1046,70292,1,39,211224
1047,70295,1,38,211227
1048,70305,2,38,211241
1049,70306,2,39,211242
1050,70308,3,39,211244
1051,70311,3,38,211247
1052,70329,2,36,211271
1053,70330,2,37,211272
1054,70332,3,37,211274
1055,70335,3,36,211277
1056,70409,4,36,211411
1057,70410,4,37,211412
1058,70412,5,37,211414
1059,70415,5,36,211417
1060,70417,4,38,211421
1061,70418,4,39,211422
1062,70420,5,39,211424
1063,70423,5,38,211427
1064,70433,6,38,211441
1065,70434,6,39,211442
1066,70436,7,39,211444
1067,70439,7,38,211447
1068,70457,6,36,211471
1069,70458,6,37,211472
1070,70460,7,37,211474
1071,70463,7,36,211477
1072,70601,4,32,211711
1073,70602,4,33,211712
1074,70604,5,33,211714
1075,70607,5,32,211717
1076,70609,4,34,211721
1077,70610,4,35,211722
1078,70612,5,35,211724
1079,70615,5,34,211727
1080,70625,6,34,211741
1081,70626,6,35,211742
1082,70628,7,35,211744
1083,70631,7,34,211747
1084,70649,6,32,211771
1085,70650,6,33,211772
1086,70652,7,33,211774
1087,70655,7,32,211777
1088,70729,0,40,212111
1089,70730,0,41,212112
1090,70732,1,41,212114
1091,70735,1,40,212117
1092,70737,0,42,212121
1093,70738,0,43,212122
1094,70740,1,43,212124
1095,70743,1,42,212127
1096,70753,2,42,212141
1097,70754,2,43,212142
1098,70756,3,43,212144
1099,70759,3,42,212147
1100,70777,2,40,212171
1101,70778,2,41,212172
1102,70780,3,41,212174
1103,70783,3,40,212177
1104,70793,0,44,212211
1105,70794,0,45,212212
1106,70796,1,45,212214
1107,70799,1,44,212217
1108,70801,0,46,212221
1109,70802,0,47,212222
1110,70804,1,47,212224
1111,70807,1,46,212227
1112,70817,2,46,212241
1113,70818,2,47,212242
1114,70820,3,47,212244
1115,70823,3,46,212247
1116,70841,2,44,212271
1117,70842,2,45,212272
1118,70844,3,45,212274
1119,70847,3,44,212277
1120,70921,4,44,212411
1121,70922,4,45,212412
1122,70924,5,45,212414
1123,70927,5,44,212417
1124,70929,4,46,212421
1125,70930,4,47,212422
1126,70932,5,47,212424
1127,70935,5,46,212427
1128,70945,6,46,212441
1129,70946,6,47,212442
1130,70948,7,47,212444
1131,70951,7,46,212447
1132,70969,6,44,212471
1133,70970,6,45,212472
1134,70972,7,45,212474
1135,70975,7,44,212477
1136,71113,4,40,212711
1137,71114,4,41,212712
1138,71116,5,41,212714
1139,71119,5,40,212717
1140,71121,4,42,212721
1141,71122,4,43,212722
1142,71124,5,43,212724
1143,71127,5,42,212727
1144,71137,6,42,212741
1145,71138,6,43,212742
1146,71140,7,43,212744
1147,71143,7,42,212747
1148,71161,6,40,212771
1149,71162,6,41,212772
