index,floretion,x_coord,y_coord
361,42274,6,31
362,42276,7,31
363,42279,7,30
364,42297,6,28
365,42298,6,29
366,42300,7,29
367,42303,7,28
368,42441,4,24
369,42442,4,25
370,42444,5,25
371,42447,5,24
372,42449,4,26
373,42450,4,27
374,42452,5,27
375,42455,5,26
376,42465,6,26
377,42466,6,27
378,42468,7,27
379,42471,7,26
380,42489,6,24
381,42490,6,25
382,42492,7,25
383,42495,7,24
384,43081,8,24
385,43082,8,25
386,43084,9,25
387,43087,9,24
388,43089,8,26
389,43090,8,27
390,43092,9,27
391,43095,9,26
392,43105,10,26
393,43106,10,27
394,43108,11,27
395,43111,11,26
396,43129,10,24
397,43130,10,25
398,43132,11,25
399,43135,11,24
400,43145,8,28
401,43146,8,29
402,43148,9,29
403,43151,9,28
404,43153,8,30
405,43154,8,31
406,43156,9,31
407,43159,9,30
408,43169,10,30
409,43170,10,31
410,43172,11,31
411,43175,11,30
412,43193,10,28
413,43194,10,29
414,43196,11,29
415,43199,11,28
416,43273,12,28
417,43274,12,29
418,43276,13,29
419,43279,13,28
420,43281,12,30
421,43282,12,31
422,43284,13,31
423,43287,13,30
424,43297,14,30
425,43298,14,31
426,43300,15,31
427,43303,15,30
428,43321,14,28
429,43322,14,29
430,43324,15,29
431,43327,15,28
432,43465,12,24
433,43466,12,25
434,43468,13,25
435,43471,13,24
436,43473,12,26
437,43474,12,27
438,43476,13,27
439,43479,13,26
440,43489,14,26
441,43490,14,27
442,43492,15,27
443,43495,15,26
444,43513,14,24
445,43514,14,25
446,43516,15,25
447,43519,15,24
448,44617,8,16
449,44618,8,17
450,44620,9,17
451,44623,9,16
452,44625,8,18
453,44626,8,19
454,44628,9,19
455,44631,9,18
456,44641,10,18
457,44642,10,19
458,44644,11,19
459,44647,11,18
460,44665,10,16
461,44666,10,17
462,44668,11,17
463,44671,11,16
464,44681,8,20
465,44682,8,21
466,44684,9,21
467,44687,9,20
468,44689,8,22
469,44690,8,23
470,44692,9,23
471,44695,9,22
472,44705,10,22
473,44706,10,23
474,44708,11,23
475,44711,11,22
476,44729,10,20
477,44730,10,21
478,44732,11,21
479,44735,11,20
480,44809,12,20
481,44810,12,21
482,44812,13,21
483,44815,13,20
484,44817,12,22
485,44818,12,23
486,44820,13,23
487,44823,13,22
488,44833,14,22
489,44834,14,23
490,44836,15,23
491,44839,15,22
492,44857,14,20
493,44858,14,21
494,44860,15,21
495,44863,15,20
496,45001,12,16
497,45002,12,17
498,45004,13,17
499,45007,13,16
500,45009,12,18
501,45010,12,19
502,45012,13,19
503,45015,13,18
504,45025,14,18
505,45026,14,19
506,45028,15,19
507,45031,15,18
508,45049,14,16
509,45050,14,17
510,45052,15,17
511,45055,15,16
512,49737,16,16
513,49738,16,17
514,49740,17,17
515,49743,17,16
516,49745,16,18
517,49746,16,19
518,49748,17,19
519,49751,17,18
520,49761,18,18
521,49762,18,19
522,49764,19,19
523,49767,19,18
524,49785,18,16
525,49786,18,17
526,49788,19,17
527,49791,19,16
528,49801,16,20
529,49802,16,21
530,49804,17,21
531,49807,17,20
532,49809,16,22
533,49810,16,23
534,49812,17,23
535,49815,17,22
536,49825,18,22
537,49826,18,23
538,49828,19,23
539,49831,19,22
540,49849,18,20
541,49850,18,21
542,49852,19,21
543,49855,19,20
544,49929,20,20
545,49930,20,21
546,49932,21,21
547,49935,21,20
548,49937,20,22
549,49938,20,23
550,49940,21,23
551,49943,21,22
552,49953,22,22
553,49954,22,23
554,49956,23,23
555,49959,23,22
556,49977,22,20
557,49978,22,21
558,49980,23,21
559,49983,23,20
560,50121,20,16
561,50122,20,17
562,50124,21,17
563,50127,21,16
564,50129,20,18
565,50130,20,19
566,50132,21,19
567,50135,21,18
568,50145,22,18
569,50146,22,19
570,50148,23,19
571,50151,23,18
572,50169,22,16
573,50170,22,17
574,50172,23,17
575,50175,23,16
576,50249,16,24
577,50250,16,25
578,50252,17,25
579,50255,17,24
580,50257,16,26
581,50258,16,27
582,50260,17,27
583,50263,17,26
584,50273,18,26
585,50274,18,27
586,50276,19,27
587,50279,19,26
588,50297,18,24
589,50298,18,25
590,50300,19,25
591,50303,19,24
592,50313,16,28
593,50314,16,29
594,50316,17,29
595,50319,17,28
596,50321,16,30
597,50322,16,31
598,50324,17,31
599,50327,17,30
600,50337,18,30
601,50338,18,31
602,50340,19,31
603,50343,19,30
604,50361,18,28
605,50362,18,29
606,50364,19,29
607,50367,19,28
608,50441,20,28
609,50442,20,29
610,50444,21,29
611,50447,21,28
612,50449,20,30
613,50450,20,31
614,50452,21,31
615,50455,21,30
616,50465,22,30
617,50466,22,31
618,50468,23,31
619,50471,23,30
620,50489,22,28
621,50490,22,29
622,50492,23,29
623,50495,23,28
624,50633,20,24
625,50634,20,25
626,50636,21,25
627,50639,21,24
628,50641,20,26
629,50642,20,27
630,50644,21,27
631,50647,21,26
632,50657,22,26
633,50658,22,27
634,50660,23,27
635,50663,23,26
636,50681,22,24
637,50682,22,25
638,50684,23,25
639,50687,23,24
640,51273,24,24
641,51274,24,25
642,51276,25,25
643,51279,25,24
644,51281,24,26
645,51282,24,27
646,51284,25,27
647,51287,25,26
648,51297,26,26
649,51298,26,27
650,51300,27,27
651,51303,27,26
652,51321,26,24
653,51322,26,25
654,51324,27,25
655,51327,27,24
656,51337,24,28
657,51338,24,29
658,51340,25,29
659,51343,25,28
660,51345,24,30
661,51346,24,31
662,51348,25,31
663,51351,25,30
664,51361,26,30
665,51362,26,31
666,51364,27,31
667,51367,27,30
668,51385,26,28
669,51386,26,29
670,51388,27,29
671,51391,27,28
672,51465,28,28
673,51466,28,29
674,51468,29,29
675,51471,29,28
676,51473,28,30
677,51474,28,31
678,51476,29,31
679,51479,29,30
680,51489,30,30
681,51490,30,31
682,51492,31,31
683,51495,31,30
684,51513,30,28
685,51514,30,29
686,51516,31,29
687,51519,31,28
688,51657,28,24
689,51658,28,25
690,51660,29,25
691,51663,29,24
692,51665,28,26
693,51666,28,27
694,51668,29,27
695,51671,29,26
696,51681,30,26
697,51682,30,27
698,51684,31,27
699,51687,31,26
700,51705,30,24
701,51706,30,25
702,51708,31,25
703,51711,31,24
704,52809,24,16
705,52810,24,17
706,52812,25,17
707,52815,25,16
708,52817,24,18
709,52818,24,19
710,52820,25,19
711,52823,25,18
712,52833,26,18
713,52834,26,19
714,52836,27,19
715,52839,27,18
716,52857,26,16
717,52858,26,17
718,52860,27,17
719,52863,27,16
720,52873,24,20
721,52874,24,21
722,52876,25,21
723,52879,25,20
724,52881,24,22
725,52882,24,23
726,52884,25,23
727,52887,25,22
728,52897,26,22
729,52898,26,23
730,52900,27,23
731,52903,27,22
732,52921,26,20
733,52922,26,21
734,52924,27,21
735,52927,27,20
736,53001,28,20
737,53002,28,21
738,53004,29,21
739,53007,29,20
740,53009,28,22
741,53010,28,23
742,53012,29,23
743,53015,29,22
744,53025,30,22
745,53026,30,23
746,53028,31,23
747,53031,31,22
748,53049,30,20
749,53050,30,21
750,53052,31,21
751,53055,31,20
752,53193,28,16
753,53194,28,17
754,53196,29,17
755,53199,29,16
756,53201,28,18
757,53202,28,19
758,53204,29,19
759,53207,29,18
760,53217,30,18
761,53218,30,19
762,53220,31,19
763,53223,31,18
764,53241,30,16
765,53242,30,17
766,53244,31,17
767,53247,31,16
768,62025,16,0
769,62026,16,1
770,62028,17,1
771,62031,17,0
772,62033,16,2
773,62034,16,3
774,62036,17,3
775,62039,17,2
776,62049,18,2
777,62050,18,3
778,62052,19,3
779,62055,19,2
780,62073,18,0
781,62074,18,1
782,62076,19,1
783,62079,19,0
784,62089,16,4
785,62090,16,5
786,62092,17,5
787,62095,17,4
788,62097,16,6
789,62098,16,7
790,62100,17,7
791,62103,17,6
792,62113,18,6
793,62114,18,7
794,62116,19,7
795,62119,19,6
796,62137,18,4
797,62138,18,5
798,62140,19,5
799,62143,19,4
800,62217,20,4
801,62218,20,5
802,62220,21,5
803,62223,21,4
804,62225,20,6
805,62226,20,7
806,62228,21,7
807,62231,21,6
808,62241,22,6
809,62242,22,7
810,62244,23,7
811,62247,23,6
812,62265,22,4
813,62266,22,5
814,62268,23,5
815,62271,23,4
816,62409,20,0
817,62410,20,1
818,62412,21,1
819,62415,21,0
820,62417,20,2
821,62418,20,3
822,62420,21,3
823,62423,21,2
824,62433,22,2
825,62434,22,3
826,62436,23,3
827,62439,23,2
828,62457,22,0
829,62458,22,1
830,62460,23,1
831,62463,23,0
832,62537,16,8
833,62538,16,9
834,62540,17,9
835,62543,17,8
836,62545,16,10
837,62546,16,11
838,62548,17,11
839,62551,17,10
840,62561,18,10
841,62562,18,11
842,62564,19,11
843,62567,19,10
844,62585,18,8
845,62586,18,9
846,62588,19,9
847,62591,19,8
848,62601,16,12
849,62602,16,13
850,62604,17,13
851,62607,17,12
852,62609,16,14
853,62610,16,15
854,62612,17,15
855,62615,17,14
856,62625,18,14
857,62626,18,15
858,62628,19,15
859,62631,19,14
860,62649,18,12
861,62650,18,13
862,62652,19,13
863,62655,19,12
864,62729,20,12
865,62730,20,13
866,62732,21,13
867,62735,21,12
868,62737,20,14
869,62738,20,15
870,62740,21,15
871,62743,21,14
872,62753,22,14
873,62754,22,15
874,62756,23,15
875,62759,23,14
876,62777,22,12
877,62778,22,13
878,62780,23,13
879,62783,23,12
880,62921,20,8
881,62922,20,9
882,62924,21,9
883,62927,21,8
884,62929,20,10
885,62930,20,11
886,62932,21,11
887,62935,21,10
888,62945,22,10
889,62946,22,11
890,62948,23,11
891,62951,23,10
892,62969,22,8
893,62970,22,9
894,62972,23,9
895,62975,23,8
896,63561,24,8
897,63562,24,9
898,63564,25,9
899,63567,25,8
900,63569,24,10
901,63570,24,11
902,63572,25,11
903,63575,25,10
904,63585,26,10
905,63586,26,11
906,63588,27,11
907,63591,27,10
908,63609,26,8
909,63610,26,9
910,63612,27,9
911,63615,27,8
912,63625,24,12
913,63626,24,13
914,63628,25,13
915,63631,25,12
916,63633,24,14
917,63634,24,15
918,63636,25,15
919,63639,25,14
920,63649,26,14
921,63650,26,15
922,63652,27,15
923,63655,27,14
924,63673,26,12
925,63674,26,13
926,63676,27,13
927,63679,27,12
928,63753,28,12
929,63754,28,13
930,63756,29,13
931,63759,29,12
932,63761,28,14
933,63762,28,15
934,63764,29,15
935,63767,29,14
936,63777,30,14
937,63778,30,15
938,63780,31,15
939,63783,31,14
940,63801,30,12
941,63802,30,13
942,63804,31,13
943,63807,31,12
944,63945,28,8
945,63946,28,9
946,63948,29,9
947,63951,29,8
948,63953,28,10
949,63954,28,11
950,63956,29,11
951,63959,29,10
952,63969,30,10
953,63970,30,11
954,63972,31,11
955,63975,31,10
956,63993,30,8
957,63994,30,9
958,63996,31,9
959,63999,31,8
960,65097,24,0
961,65098,24,1
962,65100,25,1
963,65103,25,0
964,65105,24,2
965,65106,24,3
966,65108,25,3
967,65111,25,2
968,65121,26,2
969,65122,26,3
970,65124,27,3
971,65127,27,2
972,65145,26,0
973,65146,26,1
974,65148,27,1
975,65151,27,0
976,65161,24,4
977,65162,24,5
978,65164,25,5
979,65167,25,4
980,65169,24,6
981,65170,24,7
982,65172,25,7
983,65175,25,6
984,65185,26,6
985,65186,26,7
986,65188,27,7
987,65191,27,6
988,65209,26,4
989,65210,26,5
990,65212,27,5
991,65215,27,4
992,65289,28,4
993,65290,28,5
994,65292,29,5
995,65295,29,4
996,65297,28,6
997,65298,28,7
998,65300,29,7
999,65303,29,6
1000,65313,30,6
1001,65314,30,7
1002,65316,31,7
1003,65319,31,6
1004,65337,30,4
1005,65338,30,5
1006,65340,31,5
1007,65343,31,4
1008,65481,28,0
1009,65482,28,1
1010,65484,29,1
1011,65487,29,0
1012,65489,28,2
1013,65490,28,3
1014,65492,29,3
1015,65495,29,2
1016,65505,30,2
1017,65506,30,3
1018,65508,31,3
1019,65511,31,2
1020,65529,30,0
1021,65530,30,1
1022,65532,31,1
1023,65535,31,0
1024,70217,0,32
1025,70218,0,33
1026,70220,1,33
1027,70223,1,32
1028,70225,0,34
1029,70226,0,35
1030,70228,1,35
1031,70231,1,34
1032,70241,2,34
1033,70242,2,35
1034,70244,3,35
1035,70247,3,34
1036,70265,2,32
1037,70266,2,33
1038,70268,3,33
1039,70271,3,32
1040,70281,0,36
1041,70282,0,37
1042,70284,1,37
1043,70287,1,36
1044,70289,0,38
1045,70290,0,39
1046,70292,1,39
1047,70295,1,38
1048,70305,2,38
1049,70306,2,39
1050,70308,3,39
1051,70311,3,38
1052,70329,2,36
1053,70330,2,37
1054,70332,3,37
1055,70335,3,36
1056,70409,4,36
1057,70410,4,37
1058,70412,5,37
1059,70415,5,36
1060,70417,4,38
1061,70418,4,39
1062,70420,5,39
1063,70423,5,38
1064,70433,6,38
1065,70434,6,39
1066,70436,7,39
1067,70439,7,38
1068,70457,6,36
1069,70458,6,37
1070,70460,7,37
1071,70463,7,36
1072,70601,4,32
1073,70602,4,33
1074,70604,5,33
1075,70607,5,32
1076,70609,4,34
1077,70610,4,35
1078,70612,5,35
1079,70615,5,34
1080,70625,6,34
1081,70626,6,35
1082,70628,7,35
1083,70631,7,34
1084,70649,6,32
1085,70650,6,33
1086,70652,7,33
1087,70655,7,32
1088,70729,0,40
1089,70730,0,41
1090,70732,1,41
1091,70735,1,40
1092,70737,0,42
1093,70738,0,43
1094,70740,1,43
1095,70743,1,42
1096,70753,2,42
1097,70754,2,43
1098,70756,3,43
1099,70759,3,42
1100,70777,2,40
1101,70778,2,41
1102,70780,3,41
1103,70783,3,40
1104,70793,0,44
1105,70794,0,45
1106,70796,1,45
1107,70799,1,44
1108,70801,0,46
1109,70802,0,47
1110,70804,1,47
1111,70807,1,46
1112,70817,2,46
1113,70818,2,47
1114,70820,3,47
1115,70823,3,46
1116,70841,2,44
1117,70842,2,45
1118,70844,3,45
1119,70847,3,44
1120,70921,4,44
1121,70922,4,45
1122,70924,5,45
1123,70927,5,44
1124,70929,4,46
1125,70930,4,47
1126,70932,5,47
1127,70935,5,46
1128,70945,6,46
1129,70946,6,47
1130,70948,7,47
1131,70951,7,46
1132,70969,6,44
1133,70970,6,45
1134,70972,7,45
1135,70975,7,44
1136,71113,4,40
1137,71114,4,41
1138,71116,5,41
1139,71119,5,40
1140,71121,4,42
1141,71122,4,43
1142,71124,5,43
1143,71127,5,42
1144,71137,6,42
1145,71138,6,43
1146,71140,7,43
1147,71143,7,42
1148,71161,6,40
1149,71162,6,41
1150,71164,7,41
1151,71167,7,40
1152,71753,8,40
1153,71754,8,41
1154,71756,9,41
1155,71759,9,40
1156,71761,8,42
1157,71762,8,43
1158,71764,9,43
1159,71767,9,42
1160,71777,10,42
1161,71778,10,43
1162,71780,11,43
1163,71783,11,42
1164,71801,10,40
1165,71802,10,41
1166,71804,11,41
1167,71807,11,40
1168,71817,8,44
1169,71818,8,45
1170,71820,9,45
1171,71823,9,44
1172,71825,8,46
1173,71826,8,47
1174,71828,9,47
1175,71831,9,46
1176,71841,10,46
1177,71842,10,47
1178,71844,11,47
1179,71847,11,46
1180,71865,10,44
1181,71866,10,45
1182,71868,11,45
1183,71871,11,44
1184,71945,12,44
1185,71946,12,45
1186,71948,13,45
1187,71951,13,44
1188,71953,12,46
1189,71954,12,47
1190,71956,13,47
1191,71959,13,46
1192,71969,14,46
1193,71970,14,47
1194,71972,15,47
1195,71975,15,46
1196,71993,14,44
1197,71994,14,45
1198,71996,15,45
1199,71999,15,44
1200,72137,12,40
1201,72138,12,41
1202,72140,13,41
1203,72143,13,40
1204,72145,12,42
1205,72146,12,43
1206,72148,13,43
1207,72151,13,42
1208,72161,14,42
1209,72162,14,43
1210,72164,15,43
1211,72167,15,42
1212,72185,14,40
1213,72186,14,41
1214,72188,15,41
1215,72191,15,40
1216,73289,8,32
1217,73290,8,33
1218,73292,9,33
1219,73295,9,32
1220,73297,8,34
1221,73298,8,35
1222,73300,9,35
1223,73303,9,34
1224,73313,10,34
1225,73314,10,35
1226,73316,11,35
1227,73319,11,34
1228,73337,10,32
1229,73338,10,33
1230,73340,11,33
1231,73343,11,32
1232,73353,8,36
1233,73354,8,37
1234,73356,9,37
1235,73359,9,36
1236,73361,8,38
1237,73362,8,39
1238,73364,9,39
1239,73367,9,38
1240,73377,10,38
1241,73378,10,39
1242,73380,11,39
1243,73383,11,38
1244,73401,10,36
1245,73402,10,37
1246,73404,11,37
1247,73407,11,36
1248,73481,12,36
1249,73482,12,37
1250,73484,13,37
1251,73487,13,36
1252,73489,12,38
1253,73490,12,39
1254,73492,13,39
1255,73495,13,38
1256,73505,14,38
1257,73506,14,39
1258,73508,15,39
1259,73511,15,38
1260,73529,14,36
1261,73530,14,37
1262,73532,15,37
1263,73535,15,36
1264,73673,12,32
1265,73674,12,33
1266,73676,13,33
1267,73679,13,32
1268,73681,12,34
1269,73682,12,35
1270,73684,13,35
1271,73687,13,34
1272,73697,14,34
1273,73698,14,35
1274,73700,15,35
1275,73703,15,34
1276,73721,14,32
1277,73722,14,33
1278,73724,15,33
1279,73727,15,32
1280,74313,0,48
1281,74314,0,49
1282,74316,1,49
1283,74319,1,48
1284,74321,0,50
1285,74322,0,51
1286,74324,1,51
1287,74327,1,50
1288,74337,2,50
1289,74338,2,51
1290,74340,3,51
1291,74343,3,50
1292,74361,2,48
1293,74362,2,49
1294,74364,3,49
1295,74367,3,48
1296,74377,0,52
1297,74378,0,53
1298,74380,1,53
1299,74383,1,52
1300,74385,0,54
1301,74386,0,55
1302,74388,1,55
1303,74391,1,54
1304,74401,2,54
1305,74402,2,55
1306,74404,3,55
1307,74407,3,54
1308,74425,2,52
1309,74426,2,53
1310,74428,3,53
1311,74431,3,52
1312,74505,4,52
1313,74506,4,53
1314,74508,5,53
1315,74511,5,52
1316,74513,4,54
1317,74514,4,55
1318,74516,5,55
1319,74519,5,54
1320,74529,6,54
1321,74530,6,55
1322,74532,7,55
1323,74535,7,54
1324,74553,6,52
1325,74554,6,53
1326,74556,7,53
1327,74559,7,52
1328,74697,4,48
1329,74698,4,49
1330,74700,5,49
1331,74703,5,48
1332,74705,4,50
1333,74706,4,51
1334,74708,5,51
1335,74711,5,50
1336,74721,6,50
1337,74722,6,51
1338,74724,7,51
1339,74727,7,50
1340,74745,6,48
1341,74746,6,49
1342,74748,7,49
1343,74751,7,48
1344,74825,0,56
1345,74826,0,57
1346,74828,1,57
1347,74831,1,56
1348,74833,0,58
1349,74834,0,59
1350,74836,1,59
1351,74839,1,58
1352,74849,2,58
1353,74850,2,59
1354,74852,3,59
1355,74855,3,58
1356,74873,2,56
1357,74874,2,57
1358,74876,3,57
1359,74879,3,56
1360,74889,0,60
1361,74890,0,61
1362,74892,1,61
1363,74895,1,60
1364,74897,0,62
1365,74898,0,63
1366,74900,1,63
1367,74903,1,62
1368,74913,2,62
1369,74914,2,63
1370,74916,3,63
1371,74919,3,62
1372,74937,2,60
1373,74938,2,61
1374,74940,3,61
1375,74943,3,60
1376,75017,4,60
1377,75018,4,61
1378,75020,5,61
1379,75023,5,60
1380,75025,4,62
1381,75026,4,63
1382,75028,5,63
1383,75031,5,62
1384,75041,6,62
1385,75042,6,63
1386,75044,7,63
1387,75047,7,62
1388,75065,6,60
1389,75066,6,61
1390,75068,7,61
1391,75071,7,60
1392,75209,4,56
1393,75210,4,57
1394,75212,5,57
1395,75215,5,56
1396,75217,4,58
1397,75218,4,59
1398,75220,5,59
1399,75223,5,58
1400,75233,6,58
1401,75234,6,59
1402,75236,7,59
1403,75239,7,58
1404,75257,6,56
1405,75258,6,57
1406,75260,7,57
1407,75263,7,56
1408,75849,8,56
1409,75850,8,57
1410,75852,9,57
1411,75855,9,56
1412,75857,8,58
1413,75858,8,59
1414,75860,9,59
1415,75863,9,58
1416,75873,10,58
1417,75874,10,59
1418,75876,11,59
1419,75879,11,58
1420,75897,10,56
1421,75898,10,57
1422,75900,11,57
1423,75903,11,56
1424,75913,8,60
1425,75914,8,61
1426,75916,9,61
1427,75919,9,60
1428,75921,8,62
1429,75922,8,63
1430,75924,9,63
1431,75927,9,62
1432,75937,10,62
1433,75938,10,63
1434,75940,11,63
1435,75943,11,62
1436,75961,10,60
1437,75962,10,61
1438,75964,11,61
1439,75967,11,60
1440,76041,12,60
1441,76042,12,61
1442,76044,13,61
1443,76047,13,60
1444,76049,12,62
1445,76050,12,63
1446,76052,13,63
1447,76055,13,62
1448,76065,14,62
1449,76066,14,63
1450,76068,15,63
1451,76071,15,62
1452,76089,14,60
1453,76090,14,61
1454,76092,15,61
1455,76095,15,60
1456,76233,12,56
1457,76234,12,57
1458,76236,13,57
1459,76239,13,56
1460,76241,12,58
1461,76242,12,59
1462,76244,13,59
1463,76247,13,58
1464,76257,14,58
1465,76258,14,59
1466,76260,15,59
1467,76263,15,58
1468,76281,14,56
1469,76282,14,57
1470,76284,15,57
1471,76287,15,56
1472,77385,8,48
1473,77386,8,49
1474,77388,9,49
1475,77391,9,48
1476,77393,8,50
1477,77394,8,51
1478,77396,9,51
1479,77399,9,50
1480,77409,10,50
1481,77410,10,51
1482,77412,11,51
1483,77415,11,50
1484,77433,10,48
1485,77434,10,49
1486,77436,11,49
1487,77439,11,48
1488,77449,8,52
1489,77450,8,53
1490,77452,9,53
1491,77455,9,52
1492,77457,8,54
1493,77458,8,55
1494,77460,9,55
1495,77463,9,54
